,weekday,month,bus_route_id,violation_type,violations
7434,Thursday,2023-04,Q43,MOBILE BUS LANE,84
7435,Thursday,2023-04,Q44+,MOBILE BUS LANE,248
7436,Thursday,2023-04,S79+,MOBILE BUS LANE,14
7437,Thursday,2023-05,B25,MOBILE BUS LANE,38
7438,Thursday,2023-05,B42,MOBILE BUS LANE,17
7439,Thursday,2023-05,B44+,MOBILE BUS LANE,60
7440,Thursday,2023-05,B46+,MOBILE BUS LANE,155
7441,Thursday,2023-05,B62,MOBILE BUS LANE,1
7442,Thursday,2023-05,BX12+,MOBILE BUS LANE,854
7443,Thursday,2023-05,BX19,MOBILE BUS LANE,91
7444,Thursday,2023-05,BX35,MOBILE BUS LANE,206
7445,Thursday,2023-05,BX41+,MOBILE BUS LANE,935
7446,Thursday,2023-05,M14+,MOBILE BUS LANE,91
7447,Thursday,2023-05,M15+,MOBILE BUS LANE,727
7448,Thursday,2023-05,M23+,MOBILE BUS LANE,13
7449,Thursday,2023-05,M34+,MOBILE BUS LANE,15
7450,Thursday,2023-05,M86+,MOBILE BUS LANE,5
7451,Thursday,2023-05,Q43,MOBILE BUS LANE,51
7452,Thursday,2023-05,Q44+,MOBILE BUS LANE,206
7453,Thursday,2023-05,S79+,MOBILE BUS LANE,15
7454,Thursday,2023-06,B25,MOBILE BUS LANE,23
7455,Thursday,2023-06,B42,MOBILE BUS LANE,44
7456,Thursday,2023-06,B44+,MOBILE BUS LANE,52
7457,Thursday,2023-06,B46+,MOBILE BUS LANE,137
7458,Thursday,2023-06,BX12+,MOBILE BUS LANE,788
7459,Thursday,2023-06,BX19,MOBILE BUS LANE,101
7460,Thursday,2023-06,BX35,MOBILE BUS LANE,141
7461,Thursday,2023-06,BX36,MOBILE BUS LANE,130
7462,Thursday,2023-06,BX41+,MOBILE BUS LANE,763
7463,Thursday,2023-06,M14+,MOBILE BUS LANE,183
7464,Thursday,2023-06,M15+,MOBILE BUS LANE,762
7465,Thursday,2023-06,M23+,MOBILE BUS LANE,11
7466,Thursday,2023-06,M34+,MOBILE BUS LANE,15
7467,Thursday,2023-06,M86+,MOBILE BUS LANE,3
7468,Thursday,2023-06,Q43,MOBILE BUS LANE,87
7469,Thursday,2023-06,Q44+,MOBILE BUS LANE,293
7470,Thursday,2023-06,S79+,MOBILE BUS LANE,12
7471,Thursday,2023-07,B25,MOBILE BUS LANE,28
7472,Thursday,2023-07,B42,MOBILE BUS LANE,25
7473,Thursday,2023-07,B44+,MOBILE BUS LANE,68
7474,Thursday,2023-07,B46+,MOBILE BUS LANE,147
7475,Thursday,2023-07,B62,MOBILE BUS LANE,2
7476,Thursday,2023-07,BX12+,MOBILE BUS LANE,778
7477,Thursday,2023-07,BX19,MOBILE BUS LANE,71
7478,Thursday,2023-07,BX35,MOBILE BUS LANE,92
7479,Thursday,2023-07,BX36,MOBILE BUS LANE,214
7480,Thursday,2023-07,BX41+,MOBILE BUS LANE,821
7481,Thursday,2023-07,M14+,MOBILE BUS LANE,129
7482,Thursday,2023-07,M15+,MOBILE BUS LANE,867
7483,Thursday,2023-07,M23+,MOBILE BUS LANE,13
7484,Thursday,2023-07,M34+,MOBILE BUS LANE,5
7485,Thursday,2023-07,M86+,MOBILE BUS LANE,6
7486,Thursday,2023-07,Q43,MOBILE BUS LANE,74
7487,Thursday,2023-07,Q44+,MOBILE BUS LANE,178
7488,Thursday,2023-07,Q58,MOBILE BUS LANE,42
7489,Thursday,2023-07,S79+,MOBILE BUS LANE,22
7490,Thursday,2023-08,B25,MOBILE BUS LANE,91
7491,Thursday,2023-08,B42,MOBILE BUS LANE,57
7492,Thursday,2023-08,B44+,MOBILE BUS LANE,53
7493,Thursday,2023-08,B46+,MOBILE BUS LANE,228
7494,Thursday,2023-08,B62,MOBILE BUS LANE,5
7495,Thursday,2023-08,BX12+,MOBILE BUS LANE,1110
7496,Thursday,2023-08,BX19,MOBILE BUS LANE,161
7497,Thursday,2023-08,BX35,MOBILE BUS LANE,106
7498,Thursday,2023-08,BX36,MOBILE BUS LANE,192
7499,Thursday,2023-08,BX41+,MOBILE BUS LANE,1185
7500,Thursday,2023-08,M14+,MOBILE BUS LANE,108
7501,Thursday,2023-08,M15+,MOBILE BUS LANE,938
7502,Thursday,2023-08,M23+,MOBILE BUS LANE,17
7503,Thursday,2023-08,M34+,MOBILE BUS LANE,8
7504,Thursday,2023-08,M86+,MOBILE BUS LANE,4
7505,Thursday,2023-08,Q43,MOBILE BUS LANE,81
7506,Thursday,2023-08,Q44+,MOBILE BUS LANE,386
7507,Thursday,2023-08,Q58,MOBILE BUS LANE,91
7508,Thursday,2023-08,S79+,MOBILE BUS LANE,31
7509,Thursday,2023-09,B25,MOBILE BUS LANE,107
7510,Thursday,2023-09,B42,MOBILE BUS LANE,43
7511,Thursday,2023-09,B44+,MOBILE BUS LANE,87
7512,Thursday,2023-09,B46+,MOBILE BUS LANE,161
7513,Thursday,2023-09,B62,MOBILE BUS LANE,9
7514,Thursday,2023-09,BX12+,MOBILE BUS LANE,812
7515,Thursday,2023-09,BX19,MOBILE BUS LANE,315
7516,Thursday,2023-09,BX35,MOBILE BUS LANE,102
7517,Thursday,2023-09,BX36,MOBILE BUS LANE,174
7518,Thursday,2023-09,BX41+,MOBILE BUS LANE,838
7519,Thursday,2023-09,M14+,MOBILE BUS LANE,53
7520,Thursday,2023-09,M15+,MOBILE BUS LANE,705
7521,Thursday,2023-09,M23+,MOBILE BUS LANE,25
7522,Thursday,2023-09,M34+,MOBILE BUS LANE,6
7523,Thursday,2023-09,M86+,MOBILE BUS LANE,7
7524,Thursday,2023-09,Q43,MOBILE BUS LANE,85
7525,Thursday,2023-09,Q44+,MOBILE BUS LANE,359
7526,Thursday,2023-09,Q58,MOBILE BUS LANE,90
7527,Thursday,2023-09,S79+,MOBILE BUS LANE,16
7528,Thursday,2023-10,B25,MOBILE BUS LANE,228
7529,Thursday,2023-10,B42,MOBILE BUS LANE,18
7530,Thursday,2023-10,B62,MOBILE BUS LANE,11
7531,Thursday,2023-10,BX12+,MOBILE BUS LANE,641
7532,Thursday,2023-10,BX19,MOBILE BUS LANE,348
7533,Thursday,2023-10,BX35,MOBILE BUS LANE,122
7534,Thursday,2023-10,BX36,MOBILE BUS LANE,174
7535,Thursday,2023-10,BX41+,MOBILE BUS LANE,948
7536,Thursday,2023-10,M15+,MOBILE BUS LANE,26
7537,Thursday,2023-10,Q43,MOBILE BUS LANE,96
7538,Thursday,2023-10,Q44+,MOBILE BUS LANE,333
7539,Thursday,2023-10,Q58,MOBILE BUS LANE,65
7540,Thursday,2023-10,S79+,MOBILE BUS LANE,33
7541,Thursday,2023-11,B25,MOBILE BUS LANE,283
7542,Thursday,2023-11,B26,MOBILE BUS LANE,1
7543,Thursday,2023-11,B42,MOBILE BUS LANE,46
7544,Thursday,2023-11,B44+,MOBILE BUS LANE,88
7545,Thursday,2023-11,B46+,MOBILE BUS LANE,229
7546,Thursday,2023-11,B62,MOBILE BUS LANE,9
7547,Thursday,2023-11,BX12+,MOBILE BUS LANE,655
7548,Thursday,2023-11,BX19,MOBILE BUS LANE,345
7549,Thursday,2023-11,BX35,MOBILE BUS LANE,141
7550,Thursday,2023-11,BX36,MOBILE BUS LANE,187
7551,Thursday,2023-11,BX41+,MOBILE BUS LANE,760
7552,Thursday,2023-11,M14+,MOBILE BUS LANE,31
7553,Thursday,2023-11,M15+,MOBILE BUS LANE,349
7554,Thursday,2023-11,M23+,MOBILE BUS LANE,6
7555,Thursday,2023-11,M34+,MOBILE BUS LANE,12
7556,Thursday,2023-11,M86+,MOBILE BUS LANE,3
7557,Thursday,2023-11,Q43,MOBILE BUS LANE,113
7558,Thursday,2023-11,Q44+,MOBILE BUS LANE,316
7559,Thursday,2023-11,Q54,MOBILE BUS LANE,422
7560,Thursday,2023-11,Q58,MOBILE BUS LANE,64
7561,Thursday,2023-11,S79+,MOBILE BUS LANE,33
7562,Thursday,2023-12,B25,MOBILE BUS LANE,225
7563,Thursday,2023-12,B26,MOBILE BUS LANE,2
7564,Thursday,2023-12,B42,MOBILE BUS LANE,13
7565,Thursday,2023-12,B44+,MOBILE BUS LANE,244
7566,Thursday,2023-12,B46+,MOBILE BUS LANE,684
7567,Thursday,2023-12,B62,MOBILE BUS LANE,3
7568,Thursday,2023-12,BX12+,MOBILE BUS LANE,719
7569,Thursday,2023-12,BX19,MOBILE BUS LANE,259
7570,Thursday,2023-12,BX35,MOBILE BUS LANE,93
7571,Thursday,2023-12,BX36,MOBILE BUS LANE,158
7572,Thursday,2023-12,BX41+,MOBILE BUS LANE,1004
7573,Thursday,2023-12,M14+,MOBILE BUS LANE,161
7574,Thursday,2023-12,M15+,MOBILE BUS LANE,964
7575,Thursday,2023-12,M23+,MOBILE BUS LANE,52
7576,Thursday,2023-12,M34+,MOBILE BUS LANE,83
7577,Thursday,2023-12,M86+,MOBILE BUS LANE,13
7578,Thursday,2023-12,Q43,MOBILE BUS LANE,110
7579,Thursday,2023-12,Q44+,MOBILE BUS LANE,261
7580,Thursday,2023-12,Q54,MOBILE BUS LANE,482
7581,Thursday,2023-12,Q58,MOBILE BUS LANE,85
7582,Thursday,2023-12,S79+,MOBILE BUS LANE,22
7583,Thursday,2024-01,B25,MOBILE BUS LANE,150
7584,Thursday,2024-01,B26,MOBILE BUS LANE,1
7585,Thursday,2024-01,B42,MOBILE BUS LANE,28
7586,Thursday,2024-01,B44+,MOBILE BUS LANE,283
7587,Thursday,2024-01,B46+,MOBILE BUS LANE,437
7588,Thursday,2024-01,B62,MOBILE BUS LANE,2
7589,Thursday,2024-01,BX12+,MOBILE BUS LANE,512
7590,Thursday,2024-01,BX19,MOBILE BUS LANE,263
7591,Thursday,2024-01,BX35,MOBILE BUS LANE,107
7592,Thursday,2024-01,BX36,MOBILE BUS LANE,127
7593,Thursday,2024-01,BX41+,MOBILE BUS LANE,781
7594,Thursday,2024-01,M14+,MOBILE BUS LANE,148
7595,Thursday,2024-01,M15+,MOBILE BUS LANE,1161
7596,Thursday,2024-01,M23+,MOBILE BUS LANE,50
7597,Thursday,2024-01,M34+,MOBILE BUS LANE,94
7598,Thursday,2024-01,M86+,MOBILE BUS LANE,8
7599,Thursday,2024-01,Q43,MOBILE BUS LANE,87
7600,Thursday,2024-01,Q44+,MOBILE BUS LANE,334
7601,Thursday,2024-01,Q54,MOBILE BUS LANE,387
7602,Thursday,2024-01,Q58,MOBILE BUS LANE,58
7603,Thursday,2024-01,S79+,MOBILE BUS LANE,17
7604,Thursday,2024-02,B25,MOBILE BUS LANE,166
7605,Thursday,2024-02,B26,MOBILE BUS LANE,4
7606,Thursday,2024-02,B42,MOBILE BUS LANE,24
7607,Thursday,2024-02,B44+,MOBILE BUS LANE,278
7608,Thursday,2024-02,B46+,MOBILE BUS LANE,723
7609,Thursday,2024-02,B62,MOBILE BUS LANE,4
7610,Thursday,2024-02,BX12+,MOBILE BUS LANE,640
7611,Thursday,2024-02,BX19,MOBILE BUS LANE,374
7612,Thursday,2024-02,BX35,MOBILE BUS LANE,128
7613,Thursday,2024-02,BX36,MOBILE BUS LANE,216
7614,Thursday,2024-02,BX41+,MOBILE BUS LANE,894
7615,Thursday,2024-02,M14+,MOBILE BUS LANE,210
7616,Thursday,2024-02,M15+,MOBILE BUS LANE,1227
7617,Thursday,2024-02,M23+,MOBILE BUS LANE,68
7618,Thursday,2024-02,M34+,MOBILE BUS LANE,72
7619,Thursday,2024-02,M86+,MOBILE BUS LANE,15
7620,Thursday,2024-02,Q43,MOBILE BUS LANE,126
7621,Thursday,2024-02,Q44+,MOBILE BUS LANE,361
7622,Thursday,2024-02,Q54,MOBILE BUS LANE,278
7623,Thursday,2024-02,Q58,MOBILE BUS LANE,76
7624,Thursday,2024-02,S79+,MOBILE BUS LANE,17
7625,Thursday,2024-03,B25,MOBILE BUS LANE,102
7626,Thursday,2024-03,B26,MOBILE BUS LANE,4
7627,Thursday,2024-03,B42,MOBILE BUS LANE,19
7628,Thursday,2024-03,B44+,MOBILE BUS LANE,221
7629,Thursday,2024-03,B46+,MOBILE BUS LANE,480
7630,Thursday,2024-03,B62,MOBILE BUS LANE,1
7631,Thursday,2024-03,BX12+,MOBILE BUS LANE,501
7632,Thursday,2024-03,BX19,MOBILE BUS LANE,205
7633,Thursday,2024-03,BX35,MOBILE BUS LANE,119
7634,Thursday,2024-03,BX36,MOBILE BUS LANE,149
7635,Thursday,2024-03,BX41+,MOBILE BUS LANE,720
7636,Thursday,2024-03,M14+,MOBILE BUS LANE,175
7637,Thursday,2024-03,M15+,MOBILE BUS LANE,916
7638,Thursday,2024-03,M23+,MOBILE BUS LANE,53
7639,Thursday,2024-03,M34+,MOBILE BUS LANE,51
7640,Thursday,2024-03,M86+,MOBILE BUS LANE,10
7641,Thursday,2024-03,Q43,MOBILE BUS LANE,71
7642,Thursday,2024-03,Q44+,MOBILE BUS LANE,270
7643,Thursday,2024-03,Q54,MOBILE BUS LANE,213
7644,Thursday,2024-03,Q58,MOBILE BUS LANE,43
7645,Thursday,2024-03,S79+,MOBILE BUS LANE,21
7646,Thursday,2024-04,B25,MOBILE BUS LANE,55
7647,Thursday,2024-04,B26,MOBILE BUS LANE,4
7648,Thursday,2024-04,B42,MOBILE BUS LANE,35
7649,Thursday,2024-04,B44+,MOBILE BUS LANE,198
7650,Thursday,2024-04,B46+,MOBILE BUS LANE,501
7651,Thursday,2024-04,B62,MOBILE BUS LANE,3
7652,Thursday,2024-04,BX12+,MOBILE BUS LANE,543
7653,Thursday,2024-04,BX19,MOBILE BUS LANE,248
7654,Thursday,2024-04,BX35,MOBILE BUS LANE,103
7655,Thursday,2024-04,BX36,MOBILE BUS LANE,168
7656,Thursday,2024-04,BX41+,MOBILE BUS LANE,895
7657,Thursday,2024-04,M14+,MOBILE BUS LANE,135
7658,Thursday,2024-04,M15+,MOBILE BUS LANE,929
7659,Thursday,2024-04,M23+,MOBILE BUS LANE,83
7660,Thursday,2024-04,M34+,MOBILE BUS LANE,24
7661,Thursday,2024-04,M86+,MOBILE BUS LANE,10
7662,Thursday,2024-04,Q43,MOBILE BUS LANE,113
7663,Thursday,2024-04,Q44+,MOBILE BUS LANE,258
7664,Thursday,2024-04,Q54,MOBILE BUS LANE,198
7665,Thursday,2024-04,Q58,MOBILE BUS LANE,61
7666,Thursday,2024-04,S79+,MOBILE BUS LANE,14
7667,Thursday,2024-05,B25,MOBILE BUS LANE,95
7668,Thursday,2024-05,B26,MOBILE BUS LANE,2
7669,Thursday,2024-05,B42,MOBILE BUS LANE,28
7670,Thursday,2024-05,B44+,MOBILE BUS LANE,320
7671,Thursday,2024-05,B46+,MOBILE BUS LANE,629
7672,Thursday,2024-05,B62,MOBILE BUS LANE,1
7673,Thursday,2024-05,BX12+,MOBILE BUS LANE,744
7674,Thursday,2024-05,BX19,MOBILE BUS LANE,324
7675,Thursday,2024-05,BX35,MOBILE BUS LANE,126
7676,Thursday,2024-05,BX36,MOBILE BUS LANE,231
7677,Thursday,2024-05,BX41+,MOBILE BUS LANE,1021
7678,Thursday,2024-05,M14+,MOBILE BUS LANE,110
7679,Thursday,2024-05,M15+,MOBILE BUS LANE,1188
7680,Thursday,2024-05,M23+,MOBILE BUS LANE,53
7681,Thursday,2024-05,M34+,MOBILE BUS LANE,36
7682,Thursday,2024-05,M86+,MOBILE BUS LANE,6
7683,Thursday,2024-05,Q43,MOBILE BUS LANE,113
7684,Thursday,2024-05,Q44+,MOBILE BUS LANE,275
7685,Thursday,2024-05,Q44+,MOBILE BUS STOP,15
7686,Thursday,2024-05,Q44+,MOBILE DOUBLE PARKED,62
7687,Thursday,2024-05,Q54,MOBILE BUS LANE,313
7688,Thursday,2024-05,Q58,MOBILE BUS LANE,50
7689,Thursday,2024-05,S79+,MOBILE BUS LANE,24
7690,Thursday,2024-06,B25,MOBILE BUS LANE,55
7691,Thursday,2024-06,B26,MOBILE BUS LANE,2
7692,Thursday,2024-06,B42,MOBILE BUS LANE,15
7693,Thursday,2024-06,B44+,MOBILE BUS LANE,186
7694,Thursday,2024-06,B44+,MOBILE BUS STOP,220
7695,Thursday,2024-06,B44+,MOBILE DOUBLE PARKED,37
7696,Thursday,2024-06,B46+,MOBILE BUS LANE,445
7697,Thursday,2024-06,B46+,MOBILE BUS STOP,323
7698,Thursday,2024-06,B46+,MOBILE DOUBLE PARKED,92
7699,Thursday,2024-06,B62,MOBILE BUS LANE,41
7700,Thursday,2024-06,B62,MOBILE BUS STOP,250
7701,Thursday,2024-06,B62,MOBILE DOUBLE PARKED,16
7702,Thursday,2024-06,BX12+,MOBILE BUS LANE,512
7703,Thursday,2024-06,BX12+,MOBILE BUS STOP,147
7704,Thursday,2024-06,BX12+,MOBILE DOUBLE PARKED,95
7705,Thursday,2024-06,BX19,MOBILE BUS LANE,251
7706,Thursday,2024-06,BX19,MOBILE BUS STOP,677
7707,Thursday,2024-06,BX19,MOBILE DOUBLE PARKED,1165
7708,Thursday,2024-06,BX35,MOBILE BUS LANE,132
7709,Thursday,2024-06,BX36,MOBILE BUS LANE,153
7710,Thursday,2024-06,BX36,MOBILE BUS STOP,535
7711,Thursday,2024-06,BX36,MOBILE DOUBLE PARKED,399
7712,Thursday,2024-06,BX41+,MOBILE BUS LANE,633
7713,Thursday,2024-06,BX41+,MOBILE BUS STOP,196
7714,Thursday,2024-06,BX41+,MOBILE DOUBLE PARKED,118
7715,Thursday,2024-06,M14+,MOBILE BUS LANE,119
7716,Thursday,2024-06,M14+,MOBILE BUS STOP,101
7717,Thursday,2024-06,M14+,MOBILE DOUBLE PARKED,12
7718,Thursday,2024-06,M15+,MOBILE BUS LANE,958
7719,Thursday,2024-06,M15+,MOBILE BUS STOP,417
7720,Thursday,2024-06,M15+,MOBILE DOUBLE PARKED,105
7721,Thursday,2024-06,M23+,MOBILE BUS LANE,96
7722,Thursday,2024-06,M23+,MOBILE BUS STOP,15
7723,Thursday,2024-06,M34+,MOBILE BUS LANE,58
7724,Thursday,2024-06,M34+,MOBILE BUS STOP,84
7725,Thursday,2024-06,M34+,MOBILE DOUBLE PARKED,14
7726,Thursday,2024-06,M86+,MOBILE BUS LANE,5
7727,Thursday,2024-06,Q43,MOBILE BUS LANE,114
7728,Thursday,2024-06,Q44+,MOBILE BUS LANE,234
7729,Thursday,2024-06,Q44+,MOBILE BUS STOP,209
7730,Thursday,2024-06,Q44+,MOBILE DOUBLE PARKED,230
7731,Thursday,2024-06,Q54,MOBILE BUS LANE,231
7732,Thursday,2024-06,Q54,MOBILE BUS STOP,416
7733,Thursday,2024-06,Q54,MOBILE DOUBLE PARKED,22
7734,Thursday,2024-06,Q58,MOBILE BUS LANE,42
7735,Thursday,2024-06,Q58,MOBILE BUS STOP,464
7736,Thursday,2024-06,Q58,MOBILE DOUBLE PARKED,36
7737,Thursday,2024-06,S79+,MOBILE BUS LANE,17
7738,Thursday,2024-07,B25,MOBILE BUS LANE,58
7739,Thursday,2024-07,B26,MOBILE BUS LANE,1
7740,Thursday,2024-07,B42,MOBILE BUS LANE,32
7741,Thursday,2024-07,B44+,MOBILE BUS LANE,100
7742,Thursday,2024-07,B44+,MOBILE BUS STOP,475
7743,Thursday,2024-07,B44+,MOBILE DOUBLE PARKED,41
7744,Thursday,2024-07,B46+,MOBILE BUS LANE,211
7745,Thursday,2024-07,B46+,MOBILE BUS STOP,524
7746,Thursday,2024-07,B46+,MOBILE DOUBLE PARKED,87
7747,Thursday,2024-07,B62,MOBILE BUS STOP,470
7748,Thursday,2024-07,B62,MOBILE DOUBLE PARKED,18
7749,Thursday,2024-07,BX12+,MOBILE BUS LANE,417
7750,Thursday,2024-07,BX12+,MOBILE BUS STOP,457
7751,Thursday,2024-07,BX12+,MOBILE DOUBLE PARKED,280
7752,Thursday,2024-07,BX19,MOBILE BUS LANE,147
7753,Thursday,2024-07,BX19,MOBILE BUS STOP,1288
7754,Thursday,2024-07,BX19,MOBILE DOUBLE PARKED,1707
7755,Thursday,2024-07,BX35,MOBILE BUS LANE,97
7756,Thursday,2024-07,BX36,MOBILE BUS LANE,79
7757,Thursday,2024-07,BX36,MOBILE BUS STOP,895
7758,Thursday,2024-07,BX36,MOBILE DOUBLE PARKED,721
7759,Thursday,2024-07,BX41+,MOBILE BUS LANE,519
7760,Thursday,2024-07,BX41+,MOBILE BUS STOP,384
7761,Thursday,2024-07,BX41+,MOBILE DOUBLE PARKED,288
7762,Thursday,2024-07,M14+,MOBILE BUS LANE,120
7763,Thursday,2024-07,M14+,MOBILE BUS STOP,184
7764,Thursday,2024-07,M14+,MOBILE DOUBLE PARKED,4
7765,Thursday,2024-07,M15+,MOBILE BUS LANE,615
7766,Thursday,2024-07,M15+,MOBILE BUS STOP,911
7767,Thursday,2024-07,M15+,MOBILE DOUBLE PARKED,119
7768,Thursday,2024-07,M23+,MOBILE BUS LANE,24
7769,Thursday,2024-07,M23+,MOBILE BUS STOP,72
7770,Thursday,2024-07,M23+,MOBILE DOUBLE PARKED,5
7771,Thursday,2024-07,M34+,MOBILE BUS LANE,51
7772,Thursday,2024-07,M34+,MOBILE BUS STOP,109
7773,Thursday,2024-07,M34+,MOBILE DOUBLE PARKED,28
7774,Thursday,2024-07,M86+,MOBILE BUS LANE,8
7775,Thursday,2024-07,Q43,MOBILE BUS LANE,77
7776,Thursday,2024-07,Q44+,MOBILE BUS LANE,197
7777,Thursday,2024-07,Q44+,MOBILE BUS STOP,802
7778,Thursday,2024-07,Q44+,MOBILE DOUBLE PARKED,350
7779,Thursday,2024-07,Q54,MOBILE BUS LANE,202
7780,Thursday,2024-07,Q54,MOBILE BUS STOP,641
7781,Thursday,2024-07,Q54,MOBILE DOUBLE PARKED,59
7782,Thursday,2024-07,Q58,MOBILE BUS LANE,47
7783,Thursday,2024-07,Q58,MOBILE BUS STOP,873
7784,Thursday,2024-07,Q58,MOBILE DOUBLE PARKED,45
7785,Thursday,2024-07,S79+,MOBILE BUS LANE,5
7786,Thursday,2024-08,B25,MOBILE BUS LANE,97
7787,Thursday,2024-08,B26,MOBILE BUS LANE,2
7788,Thursday,2024-08,B42,MOBILE BUS LANE,42
7789,Thursday,2024-08,B44+,MOBILE BUS LANE,207
7790,Thursday,2024-08,B44+,MOBILE BUS STOP,808
7791,Thursday,2024-08,B44+,MOBILE DOUBLE PARKED,413
7792,Thursday,2024-08,B46+,MOBILE BUS LANE,506
7793,Thursday,2024-08,B46+,MOBILE BUS STOP,571
7794,Thursday,2024-08,B46+,MOBILE DOUBLE PARKED,187
7795,Thursday,2024-08,B62,MOBILE BUS STOP,396
7796,Thursday,2024-08,B62,MOBILE DOUBLE PARKED,78
7797,Thursday,2024-08,BX12+,MOBILE BUS LANE,608
7798,Thursday,2024-08,BX12+,MOBILE BUS STOP,422
7799,Thursday,2024-08,BX12+,MOBILE DOUBLE PARKED,756
7800,Thursday,2024-08,BX19,MOBILE BUS LANE,296
7801,Thursday,2024-08,BX19,MOBILE BUS STOP,1329
7802,Thursday,2024-08,BX19,MOBILE DOUBLE PARKED,4528
7803,Thursday,2024-08,BX35,MOBILE BUS LANE,123
7804,Thursday,2024-08,BX36,MOBILE BUS LANE,149
7805,Thursday,2024-08,BX36,MOBILE BUS STOP,1042
7806,Thursday,2024-08,BX36,MOBILE DOUBLE PARKED,2579
7807,Thursday,2024-08,BX41+,MOBILE BUS LANE,714
7808,Thursday,2024-08,BX41+,MOBILE BUS STOP,540
7809,Thursday,2024-08,BX41+,MOBILE DOUBLE PARKED,667
7810,Thursday,2024-08,M14+,MOBILE BUS LANE,196
7811,Thursday,2024-08,M14+,MOBILE BUS STOP,170
7812,Thursday,2024-08,M14+,MOBILE DOUBLE PARKED,24
7813,Thursday,2024-08,M15+,MOBILE BUS LANE,1048
7814,Thursday,2024-08,M15+,MOBILE BUS STOP,1302
7815,Thursday,2024-08,M15+,MOBILE DOUBLE PARKED,394
7816,Thursday,2024-08,M23+,MOBILE BUS LANE,75
7817,Thursday,2024-08,M23+,MOBILE BUS STOP,87
7818,Thursday,2024-08,M23+,MOBILE DOUBLE PARKED,13
7819,Thursday,2024-08,M34+,MOBILE BUS LANE,91
7820,Thursday,2024-08,M34+,MOBILE BUS STOP,194
7821,Thursday,2024-08,M34+,MOBILE DOUBLE PARKED,51
7822,Thursday,2024-08,M86+,MOBILE BUS LANE,18
7823,Thursday,2024-08,Q43,MOBILE BUS LANE,141
7824,Thursday,2024-08,Q44+,MOBILE BUS LANE,305
7825,Thursday,2024-08,Q44+,MOBILE BUS STOP,993
7826,Thursday,2024-08,Q44+,MOBILE DOUBLE PARKED,593
7827,Thursday,2024-08,Q54,MOBILE BUS LANE,280
7828,Thursday,2024-08,Q54,MOBILE BUS STOP,818
7829,Thursday,2024-08,Q54,MOBILE DOUBLE PARKED,147
7830,Thursday,2024-08,Q58,MOBILE BUS LANE,36
7831,Thursday,2024-08,Q58,MOBILE BUS STOP,834
7832,Thursday,2024-08,Q58,MOBILE DOUBLE PARKED,400
7833,Thursday,2024-08,S79+,MOBILE BUS LANE,12
7834,Thursday,2024-09,B25,MOBILE BUS LANE,120
7835,Thursday,2024-09,B26,MOBILE BUS LANE,1
7836,Thursday,2024-09,B35,MOBILE BUS STOP,481
7837,Thursday,2024-09,B41,MOBILE BUS LANE,30
7838,Thursday,2024-09,B41,MOBILE BUS STOP,262
7839,Thursday,2024-09,B41,MOBILE DOUBLE PARKED,257
7840,Thursday,2024-09,B42,MOBILE BUS LANE,17
7841,Thursday,2024-09,B42,MOBILE BUS STOP,17
7842,Thursday,2024-09,B42,MOBILE DOUBLE PARKED,3
7843,Thursday,2024-09,B44+,MOBILE BUS LANE,247
7844,Thursday,2024-09,B44+,MOBILE BUS STOP,614
7845,Thursday,2024-09,B44+,MOBILE DOUBLE PARKED,540
7846,Thursday,2024-09,B46+,MOBILE BUS LANE,437
7847,Thursday,2024-09,B46+,MOBILE BUS STOP,396
7848,Thursday,2024-09,B46+,MOBILE DOUBLE PARKED,170
7849,Thursday,2024-09,B62,MOBILE BUS LANE,11
7850,Thursday,2024-09,B62,MOBILE BUS STOP,238
7851,Thursday,2024-09,B62,MOBILE DOUBLE PARKED,65
7852,Thursday,2024-09,BX12+,MOBILE BUS LANE,460
7853,Thursday,2024-09,BX12+,MOBILE BUS STOP,223
7854,Thursday,2024-09,BX12+,MOBILE DOUBLE PARKED,498
7855,Thursday,2024-09,BX19,MOBILE BUS LANE,212
7856,Thursday,2024-09,BX19,MOBILE BUS STOP,871
7857,Thursday,2024-09,BX19,MOBILE DOUBLE PARKED,2995
7858,Thursday,2024-09,BX28,MOBILE BUS LANE,54
7859,Thursday,2024-09,BX28,MOBILE BUS STOP,87
7860,Thursday,2024-09,BX28,MOBILE DOUBLE PARKED,231
7861,Thursday,2024-09,BX35,MOBILE BUS LANE,78
7862,Thursday,2024-09,BX35,MOBILE BUS STOP,74
7863,Thursday,2024-09,BX35,MOBILE DOUBLE PARKED,472
7864,Thursday,2024-09,BX36,MOBILE BUS LANE,97
7865,Thursday,2024-09,BX36,MOBILE BUS STOP,727
7866,Thursday,2024-09,BX36,MOBILE DOUBLE PARKED,2276
7867,Thursday,2024-09,BX38,MOBILE BUS STOP,36
7868,Thursday,2024-09,BX38,MOBILE DOUBLE PARKED,220
7869,Thursday,2024-09,BX41+,MOBILE BUS LANE,497
7870,Thursday,2024-09,BX41+,MOBILE BUS STOP,212
7871,Thursday,2024-09,BX41+,MOBILE DOUBLE PARKED,465
7872,Thursday,2024-09,M101,MOBILE BUS LANE,353
7873,Thursday,2024-09,M101,MOBILE BUS STOP,601
7874,Thursday,2024-09,M101,MOBILE DOUBLE PARKED,574
7875,Thursday,2024-09,M14+,MOBILE BUS LANE,129
7876,Thursday,2024-09,M14+,MOBILE BUS STOP,126
