,weekday,month,bus_route_id,violation_type,violations
3323,Monday,2025-04,B25,MOBILE BUS LANE,206
3324,Monday,2025-04,B25,MOBILE BUS STOP,153
3325,Monday,2025-04,B25,MOBILE DOUBLE PARKED,53
3326,Monday,2025-04,B26,MOBILE BUS STOP,122
3327,Monday,2025-04,B26,MOBILE DOUBLE PARKED,34
3328,Monday,2025-04,B35,MOBILE BUS LANE,53
3329,Monday,2025-04,B35,MOBILE BUS STOP,885
3330,Monday,2025-04,B35,MOBILE DOUBLE PARKED,693
3331,Monday,2025-04,B41,MOBILE BUS LANE,88
3332,Monday,2025-04,B41,MOBILE BUS STOP,323
3333,Monday,2025-04,B41,MOBILE DOUBLE PARKED,378
3334,Monday,2025-04,B42,MOBILE BUS LANE,33
3335,Monday,2025-04,B42,MOBILE BUS STOP,59
3336,Monday,2025-04,B42,MOBILE DOUBLE PARKED,10
3337,Monday,2025-04,B44+,MOBILE BUS LANE,208
3338,Monday,2025-04,B44+,MOBILE BUS STOP,714
3339,Monday,2025-04,B44+,MOBILE DOUBLE PARKED,470
3340,Monday,2025-04,B46+,MOBILE BUS LANE,357
3341,Monday,2025-04,B46+,MOBILE BUS STOP,348
3342,Monday,2025-04,B46+,MOBILE DOUBLE PARKED,144
3343,Monday,2025-04,B62,MOBILE BUS STOP,212
3344,Monday,2025-04,B62,MOBILE DOUBLE PARKED,46
3345,Monday,2025-04,B82+,MOBILE BUS LANE,116
3346,Monday,2025-04,B82+,MOBILE BUS STOP,837
3347,Monday,2025-04,B82+,MOBILE DOUBLE PARKED,638
3348,Monday,2025-04,BX12+,MOBILE BUS LANE,376
3349,Monday,2025-04,BX12+,MOBILE BUS STOP,221
3350,Monday,2025-04,BX12+,MOBILE DOUBLE PARKED,358
3351,Monday,2025-04,BX19,MOBILE BUS LANE,250
3352,Monday,2025-04,BX19,MOBILE BUS STOP,810
3353,Monday,2025-04,BX19,MOBILE DOUBLE PARKED,1997
3354,Monday,2025-04,BX28,MOBILE BUS STOP,287
3355,Monday,2025-04,BX28,MOBILE DOUBLE PARKED,399
3356,Monday,2025-04,BX28-BX38,MOBILE BUS LANE,72
3357,Monday,2025-04,BX35,MOBILE BUS LANE,60
3358,Monday,2025-04,BX35,MOBILE BUS STOP,149
3359,Monday,2025-04,BX35,MOBILE DOUBLE PARKED,598
3360,Monday,2025-04,BX36,MOBILE BUS LANE,91
3361,Monday,2025-04,BX36,MOBILE BUS STOP,596
3362,Monday,2025-04,BX36,MOBILE DOUBLE PARKED,1332
3363,Monday,2025-04,BX38,MOBILE BUS STOP,67
3364,Monday,2025-04,BX38,MOBILE DOUBLE PARKED,270
3365,Monday,2025-04,BX41+,MOBILE BUS LANE,516
3366,Monday,2025-04,BX41+,MOBILE BUS STOP,370
3367,Monday,2025-04,BX41+,MOBILE DOUBLE PARKED,312
3368,Monday,2025-04,BX6+,MOBILE BUS LANE,52
3369,Monday,2025-04,BX6+,MOBILE BUS STOP,473
3370,Monday,2025-04,BX6+,MOBILE DOUBLE PARKED,900
3371,Monday,2025-04,M101,MOBILE BUS LANE,1040
3372,Monday,2025-04,M101,MOBILE BUS STOP,1799
3373,Monday,2025-04,M101,MOBILE DOUBLE PARKED,1987
3374,Monday,2025-04,M14+,MOBILE BUS LANE,145
3375,Monday,2025-04,M14+,MOBILE BUS STOP,219
3376,Monday,2025-04,M14+,MOBILE DOUBLE PARKED,52
3377,Monday,2025-04,M15+,MOBILE BUS LANE,925
3378,Monday,2025-04,M15+,MOBILE BUS STOP,1280
3379,Monday,2025-04,M15+,MOBILE DOUBLE PARKED,345
3380,Monday,2025-04,M23+,MOBILE BUS LANE,33
3381,Monday,2025-04,M23+,MOBILE BUS STOP,56
3382,Monday,2025-04,M23+,MOBILE DOUBLE PARKED,7
3383,Monday,2025-04,M34+,MOBILE BUS LANE,60
3384,Monday,2025-04,M34+,MOBILE BUS STOP,94
3385,Monday,2025-04,M34+,MOBILE DOUBLE PARKED,22
3386,Monday,2025-04,M60+,MOBILE BUS LANE,12
3387,Monday,2025-04,M60+,MOBILE BUS STOP,250
3388,Monday,2025-04,M60+,MOBILE DOUBLE PARKED,463
3389,Monday,2025-04,M79+,MOBILE BUS LANE,136
3390,Monday,2025-04,M79+,MOBILE BUS STOP,105
3391,Monday,2025-04,M79+,MOBILE DOUBLE PARKED,421
3392,Monday,2025-04,M86+,MOBILE BUS LANE,10
3393,Monday,2025-04,M86+,MOBILE BUS STOP,84
3394,Monday,2025-04,M86+,MOBILE DOUBLE PARKED,463
3395,Monday,2025-04,Q43,MOBILE BUS LANE,126
3396,Monday,2025-04,Q43,MOBILE BUS STOP,274
3397,Monday,2025-04,Q43,MOBILE DOUBLE PARKED,167
3398,Monday,2025-04,Q44+,MOBILE BUS LANE,252
3399,Monday,2025-04,Q44+,MOBILE BUS STOP,718
3400,Monday,2025-04,Q44+,MOBILE DOUBLE PARKED,288
3401,Monday,2025-04,Q5,MOBILE BUS LANE,74
3402,Monday,2025-04,Q5,MOBILE BUS STOP,216
3403,Monday,2025-04,Q5,MOBILE DOUBLE PARKED,39
3404,Monday,2025-04,Q53+,MOBILE BUS LANE,34
3405,Monday,2025-04,Q53+,MOBILE BUS STOP,242
3406,Monday,2025-04,Q53+,MOBILE DOUBLE PARKED,72
3407,Monday,2025-04,Q54,MOBILE BUS LANE,8
3408,Monday,2025-04,Q54,MOBILE BUS STOP,428
3409,Monday,2025-04,Q54,MOBILE DOUBLE PARKED,172
3410,Monday,2025-04,Q58,MOBILE BUS LANE,49
3411,Monday,2025-04,Q58,MOBILE BUS STOP,501
3412,Monday,2025-04,Q58,MOBILE DOUBLE PARKED,331
3413,Monday,2025-04,Q69,MOBILE BUS LANE,24
3414,Monday,2025-04,Q69,MOBILE BUS STOP,55
3415,Monday,2025-04,Q69,MOBILE DOUBLE PARKED,11
3416,Monday,2025-04,S46,MOBILE BUS LANE,38
3417,Monday,2025-04,S46,MOBILE BUS STOP,60
3418,Monday,2025-04,S46,MOBILE DOUBLE PARKED,20
3419,Monday,2025-04,S79+,MOBILE BUS LANE,23
3420,Monday,2025-04,S79+,MOBILE BUS STOP,104
3421,Monday,2025-04,S79+,MOBILE DOUBLE PARKED,130
3422,Monday,2025-05,B25,MOBILE BUS LANE,143
3423,Monday,2025-05,B25,MOBILE BUS STOP,228
3424,Monday,2025-05,B25,MOBILE DOUBLE PARKED,30
3425,Monday,2025-05,B26,MOBILE BUS LANE,5
3426,Monday,2025-05,B26,MOBILE BUS STOP,124
3427,Monday,2025-05,B26,MOBILE DOUBLE PARKED,43
3428,Monday,2025-05,B35,MOBILE BUS LANE,26
3429,Monday,2025-05,B35,MOBILE BUS STOP,764
3430,Monday,2025-05,B35,MOBILE DOUBLE PARKED,719
3431,Monday,2025-05,B41,MOBILE BUS LANE,77
3432,Monday,2025-05,B41,MOBILE BUS STOP,341
3433,Monday,2025-05,B41,MOBILE DOUBLE PARKED,333
3434,Monday,2025-05,B42,MOBILE BUS LANE,18
3435,Monday,2025-05,B42,MOBILE BUS STOP,36
3436,Monday,2025-05,B42,MOBILE DOUBLE PARKED,4
3437,Monday,2025-05,B44+,MOBILE BUS LANE,159
3438,Monday,2025-05,B44+,MOBILE BUS STOP,564
3439,Monday,2025-05,B44+,MOBILE DOUBLE PARKED,422
3440,Monday,2025-05,B46+,MOBILE BUS LANE,272
3441,Monday,2025-05,B46+,MOBILE BUS STOP,364
3442,Monday,2025-05,B46+,MOBILE DOUBLE PARKED,117
3443,Monday,2025-05,B62,MOBILE BUS STOP,223
3444,Monday,2025-05,B62,MOBILE DOUBLE PARKED,45
3445,Monday,2025-05,B82+,MOBILE BUS LANE,85
3446,Monday,2025-05,B82+,MOBILE BUS STOP,682
3447,Monday,2025-05,B82+,MOBILE DOUBLE PARKED,502
3448,Monday,2025-05,BX12+,MOBILE BUS LANE,304
3449,Monday,2025-05,BX12+,MOBILE BUS STOP,207
3450,Monday,2025-05,BX12+,MOBILE DOUBLE PARKED,401
3451,Monday,2025-05,BX19,MOBILE BUS LANE,138
3452,Monday,2025-05,BX19,MOBILE BUS STOP,740
3453,Monday,2025-05,BX19,MOBILE DOUBLE PARKED,1607
3454,Monday,2025-05,BX28,MOBILE BUS STOP,279
3455,Monday,2025-05,BX28,MOBILE DOUBLE PARKED,362
3456,Monday,2025-05,BX28-BX38,MOBILE BUS LANE,68
3457,Monday,2025-05,BX35,MOBILE BUS LANE,61
3458,Monday,2025-05,BX35,MOBILE BUS STOP,131
3459,Monday,2025-05,BX35,MOBILE DOUBLE PARKED,542
3460,Monday,2025-05,BX36,MOBILE BUS LANE,66
3461,Monday,2025-05,BX36,MOBILE BUS STOP,567
3462,Monday,2025-05,BX36,MOBILE DOUBLE PARKED,1229
3463,Monday,2025-05,BX38,MOBILE BUS STOP,65
3464,Monday,2025-05,BX38,MOBILE DOUBLE PARKED,217
3465,Monday,2025-05,BX41+,MOBILE BUS LANE,393
3466,Monday,2025-05,BX41+,MOBILE BUS STOP,313
3467,Monday,2025-05,BX41+,MOBILE DOUBLE PARKED,364
3468,Monday,2025-05,BX6+,MOBILE BUS LANE,37
3469,Monday,2025-05,BX6+,MOBILE BUS STOP,450
3470,Monday,2025-05,BX6+,MOBILE DOUBLE PARKED,779
3471,Monday,2025-05,M101,MOBILE BUS LANE,688
3472,Monday,2025-05,M101,MOBILE BUS STOP,1695
3473,Monday,2025-05,M101,MOBILE DOUBLE PARKED,1744
3474,Monday,2025-05,M14+,MOBILE BUS LANE,76
3475,Monday,2025-05,M14+,MOBILE BUS STOP,135
3476,Monday,2025-05,M14+,MOBILE DOUBLE PARKED,38
3477,Monday,2025-05,M15+,MOBILE BUS LANE,812
3478,Monday,2025-05,M15+,MOBILE BUS STOP,1240
3479,Monday,2025-05,M15+,MOBILE DOUBLE PARKED,290
3480,Monday,2025-05,M2,MOBILE BUS LANE,91
3481,Monday,2025-05,M2,MOBILE BUS STOP,439
3482,Monday,2025-05,M2,MOBILE DOUBLE PARKED,31
3483,Monday,2025-05,M23+,MOBILE BUS LANE,23
3484,Monday,2025-05,M23+,MOBILE BUS STOP,65
3485,Monday,2025-05,M23+,MOBILE DOUBLE PARKED,10
3486,Monday,2025-05,M34+,MOBILE BUS LANE,67
3487,Monday,2025-05,M34+,MOBILE BUS STOP,83
3488,Monday,2025-05,M34+,MOBILE DOUBLE PARKED,13
3489,Monday,2025-05,M4,MOBILE BUS STOP,170
3490,Monday,2025-05,M4,MOBILE DOUBLE PARKED,144
3491,Monday,2025-05,M60+,MOBILE BUS LANE,13
3492,Monday,2025-05,M60+,MOBILE BUS STOP,214
3493,Monday,2025-05,M60+,MOBILE DOUBLE PARKED,368
3494,Monday,2025-05,M79+,MOBILE BUS LANE,68
3495,Monday,2025-05,M79+,MOBILE BUS STOP,103
3496,Monday,2025-05,M79+,MOBILE DOUBLE PARKED,278
3497,Monday,2025-05,M86+,MOBILE BUS LANE,31
3498,Monday,2025-05,M86+,MOBILE BUS STOP,128
3499,Monday,2025-05,M86+,MOBILE DOUBLE PARKED,409
3500,Monday,2025-05,Q43,MOBILE BUS LANE,101
3501,Monday,2025-05,Q43,MOBILE BUS STOP,314
3502,Monday,2025-05,Q43,MOBILE DOUBLE PARKED,250
3503,Monday,2025-05,Q44+,MOBILE BUS LANE,194
3504,Monday,2025-05,Q44+,MOBILE BUS STOP,759
3505,Monday,2025-05,Q44+,MOBILE DOUBLE PARKED,273
3506,Monday,2025-05,Q5,MOBILE BUS LANE,57
3507,Monday,2025-05,Q5,MOBILE BUS STOP,144
3508,Monday,2025-05,Q5,MOBILE DOUBLE PARKED,15
3509,Monday,2025-05,Q53+,MOBILE BUS LANE,49
3510,Monday,2025-05,Q53+,MOBILE BUS STOP,256
3511,Monday,2025-05,Q53+,MOBILE DOUBLE PARKED,65
3512,Monday,2025-05,Q54,MOBILE BUS LANE,2
3513,Monday,2025-05,Q54,MOBILE BUS STOP,442
3514,Monday,2025-05,Q54,MOBILE DOUBLE PARKED,159
3515,Monday,2025-05,Q58,MOBILE BUS LANE,40
3516,Monday,2025-05,Q58,MOBILE BUS STOP,451
3517,Monday,2025-05,Q58,MOBILE DOUBLE PARKED,294
3518,Monday,2025-05,Q69,MOBILE BUS LANE,15
3519,Monday,2025-05,Q69,MOBILE BUS STOP,46
3520,Monday,2025-05,Q69,MOBILE DOUBLE PARKED,9
3521,Monday,2025-05,S46,MOBILE BUS LANE,28
3522,Monday,2025-05,S46,MOBILE BUS STOP,56
3523,Monday,2025-05,S46,MOBILE DOUBLE PARKED,14
3524,Monday,2025-05,S79+,MOBILE BUS LANE,12
3525,Monday,2025-05,S79+,MOBILE BUS STOP,67
3526,Monday,2025-05,S79+,MOBILE DOUBLE PARKED,101
3527,Monday,2025-06,B25,MOBILE BUS LANE,216
3528,Monday,2025-06,B25,MOBILE BUS STOP,193
3529,Monday,2025-06,B25,MOBILE DOUBLE PARKED,54
3530,Monday,2025-06,B26,MOBILE BUS LANE,1
3531,Monday,2025-06,B26,MOBILE BUS STOP,184
3532,Monday,2025-06,B26,MOBILE DOUBLE PARKED,78
3533,Monday,2025-06,B35,MOBILE BUS LANE,64
3534,Monday,2025-06,B35,MOBILE BUS STOP,883
3535,Monday,2025-06,B35,MOBILE DOUBLE PARKED,839
3536,Monday,2025-06,B41,MOBILE BUS LANE,134
3537,Monday,2025-06,B41,MOBILE BUS STOP,369
3538,Monday,2025-06,B41,MOBILE DOUBLE PARKED,473
3539,Monday,2025-06,B42,MOBILE BUS LANE,20
3540,Monday,2025-06,B42,MOBILE BUS STOP,82
3541,Monday,2025-06,B42,MOBILE DOUBLE PARKED,17
3542,Monday,2025-06,B44+,MOBILE BUS LANE,258
3543,Monday,2025-06,B44+,MOBILE BUS STOP,847
3544,Monday,2025-06,B44+,MOBILE DOUBLE PARKED,553
3545,Monday,2025-06,B46+,MOBILE BUS LANE,447
3546,Monday,2025-06,B46+,MOBILE BUS STOP,443
3547,Monday,2025-06,B46+,MOBILE DOUBLE PARKED,166
3548,Monday,2025-06,B62,MOBILE BUS STOP,249
3549,Monday,2025-06,B62,MOBILE DOUBLE PARKED,69
3550,Monday,2025-06,B82+,MOBILE BUS LANE,180
3551,Monday,2025-06,B82+,MOBILE BUS STOP,875
3552,Monday,2025-06,B82+,MOBILE DOUBLE PARKED,850
3553,Monday,2025-06,BX12+,MOBILE BUS LANE,459
3554,Monday,2025-06,BX12+,MOBILE BUS STOP,286
3555,Monday,2025-06,BX12+,MOBILE DOUBLE PARKED,390
3556,Monday,2025-06,BX19,MOBILE BUS LANE,272
3557,Monday,2025-06,BX19,MOBILE BUS STOP,788
3558,Monday,2025-06,BX19,MOBILE DOUBLE PARKED,2235
3559,Monday,2025-06,BX28,MOBILE BUS STOP,393
3560,Monday,2025-06,BX28,MOBILE DOUBLE PARKED,526
3561,Monday,2025-06,BX28-BX38,MOBILE BUS LANE,75
3562,Monday,2025-06,BX35,MOBILE BUS LANE,96
3563,Monday,2025-06,BX35,MOBILE BUS STOP,162
3564,Monday,2025-06,BX35,MOBILE DOUBLE PARKED,619
3565,Monday,2025-06,BX36,MOBILE BUS LANE,126
3566,Monday,2025-06,BX36,MOBILE BUS STOP,743
3567,Monday,2025-06,BX36,MOBILE DOUBLE PARKED,1609
3568,Monday,2025-06,BX38,MOBILE BUS STOP,129
3569,Monday,2025-06,BX38,MOBILE DOUBLE PARKED,319
3570,Monday,2025-06,BX41+,MOBILE BUS LANE,542
3571,Monday,2025-06,BX41+,MOBILE BUS STOP,358
3572,Monday,2025-06,BX41+,MOBILE DOUBLE PARKED,501
3573,Monday,2025-06,BX5,MOBILE BUS LANE,32
3574,Monday,2025-06,BX5,MOBILE BUS STOP,25
3575,Monday,2025-06,BX5,MOBILE DOUBLE PARKED,8
3576,Monday,2025-06,BX6+,MOBILE BUS LANE,51
3577,Monday,2025-06,BX6+,MOBILE BUS STOP,541
3578,Monday,2025-06,BX6+,MOBILE DOUBLE PARKED,1061
3579,Monday,2025-06,M100,MOBILE BUS STOP,323
3580,Monday,2025-06,M100,MOBILE DOUBLE PARKED,2833
3581,Monday,2025-06,M101,MOBILE BUS LANE,1149
3582,Monday,2025-06,M101,MOBILE BUS STOP,1747
3583,Monday,2025-06,M101,MOBILE DOUBLE PARKED,2555
3584,Monday,2025-06,M14+,MOBILE BUS LANE,147
3585,Monday,2025-06,M14+,MOBILE BUS STOP,205
3586,Monday,2025-06,M14+,MOBILE DOUBLE PARKED,47
3587,Monday,2025-06,M15+,MOBILE BUS LANE,1146
3588,Monday,2025-06,M15+,MOBILE BUS STOP,1535
3589,Monday,2025-06,M15+,MOBILE DOUBLE PARKED,483
3590,Monday,2025-06,M2,MOBILE BUS LANE,331
3591,Monday,2025-06,M2,MOBILE BUS STOP,1240
3592,Monday,2025-06,M2,MOBILE DOUBLE PARKED,98
3593,Monday,2025-06,M23+,MOBILE BUS LANE,55
3594,Monday,2025-06,M23+,MOBILE BUS STOP,93
3595,Monday,2025-06,M23+,MOBILE DOUBLE PARKED,4
3596,Monday,2025-06,M34+,MOBILE BUS LANE,70
3597,Monday,2025-06,M34+,MOBILE BUS STOP,111
3598,Monday,2025-06,M34+,MOBILE DOUBLE PARKED,25
3599,Monday,2025-06,M4,MOBILE BUS STOP,421
3600,Monday,2025-06,M4,MOBILE DOUBLE PARKED,372
3601,Monday,2025-06,M42,MOBILE BUS LANE,240
3602,Monday,2025-06,M42,MOBILE BUS STOP,79
3603,Monday,2025-06,M42,MOBILE DOUBLE PARKED,2
3604,Monday,2025-06,M60+,MOBILE BUS LANE,19
3605,Monday,2025-06,M60+,MOBILE BUS STOP,199
3606,Monday,2025-06,M60+,MOBILE DOUBLE PARKED,399
3607,Monday,2025-06,M79+,MOBILE BUS LANE,119
3608,Monday,2025-06,M79+,MOBILE BUS STOP,94
3609,Monday,2025-06,M79+,MOBILE DOUBLE PARKED,353
3610,Monday,2025-06,M86+,MOBILE BUS LANE,20
3611,Monday,2025-06,M86+,MOBILE BUS STOP,114
3612,Monday,2025-06,M86+,MOBILE DOUBLE PARKED,608
3613,Monday,2025-06,Q43,MOBILE BUS LANE,186
3614,Monday,2025-06,Q43,MOBILE BUS STOP,445
3615,Monday,2025-06,Q43,MOBILE DOUBLE PARKED,182
3616,Monday,2025-06,Q44+,MOBILE BUS LANE,302
3617,Monday,2025-06,Q44+,MOBILE BUS STOP,911
3618,Monday,2025-06,Q44+,MOBILE DOUBLE PARKED,381
3619,Monday,2025-06,Q5,MOBILE BUS LANE,95
3620,Monday,2025-06,Q5,MOBILE BUS STOP,208
3621,Monday,2025-06,Q5,MOBILE DOUBLE PARKED,40
3622,Monday,2025-06,Q53+,MOBILE BUS LANE,86
3623,Monday,2025-06,Q53+,MOBILE BUS STOP,344
3624,Monday,2025-06,Q53+,MOBILE DOUBLE PARKED,107
3625,Monday,2025-06,Q54,MOBILE BUS LANE,14
3626,Monday,2025-06,Q54,MOBILE BUS STOP,596
3627,Monday,2025-06,Q54,MOBILE DOUBLE PARKED,227
3628,Monday,2025-06,Q58,MOBILE BUS LANE,55
3629,Monday,2025-06,Q58,MOBILE BUS STOP,525
3630,Monday,2025-06,Q58,MOBILE DOUBLE PARKED,327
3631,Monday,2025-06,Q69,MOBILE BUS LANE,24
3632,Monday,2025-06,Q69,MOBILE BUS STOP,69
3633,Monday,2025-06,Q69,MOBILE DOUBLE PARKED,9
3634,Monday,2025-06,S46,MOBILE BUS LANE,55
3635,Monday,2025-06,S46,MOBILE BUS STOP,95
3636,Monday,2025-06,S46,MOBILE DOUBLE PARKED,34
3637,Monday,2025-06,S79+,MOBILE BUS LANE,25
3638,Monday,2025-06,S79+,MOBILE BUS STOP,127
3639,Monday,2025-06,S79+,MOBILE DOUBLE PARKED,182
3640,Monday,2025-07,B25,MOBILE BUS LANE,146
3641,Monday,2025-07,B25,MOBILE BUS STOP,118
3642,Monday,2025-07,B25,MOBILE DOUBLE PARKED,49
3643,Monday,2025-07,B26,MOBILE BUS LANE,2
3644,Monday,2025-07,B26,MOBILE BUS STOP,106
3645,Monday,2025-07,B26,MOBILE DOUBLE PARKED,37
3646,Monday,2025-07,B35,MOBILE BUS LANE,22
3647,Monday,2025-07,B35,MOBILE BUS STOP,509
3648,Monday,2025-07,B35,MOBILE DOUBLE PARKED,449
3649,Monday,2025-07,B41,MOBILE BUS LANE,81
3650,Monday,2025-07,B41,MOBILE BUS STOP,288
3651,Monday,2025-07,B41,MOBILE DOUBLE PARKED,389
3652,Monday,2025-07,B42,MOBILE BUS LANE,29
3653,Monday,2025-07,B42,MOBILE BUS STOP,45
3654,Monday,2025-07,B42,MOBILE DOUBLE PARKED,6
3655,Monday,2025-07,B44+,MOBILE BUS LANE,156
3656,Monday,2025-07,B44+,MOBILE BUS STOP,554
3657,Monday,2025-07,B44+,MOBILE DOUBLE PARKED,317
3658,Monday,2025-07,B46+,MOBILE BUS LANE,322
3659,Monday,2025-07,B46+,MOBILE BUS STOP,355
3660,Monday,2025-07,B46+,MOBILE DOUBLE PARKED,122
3661,Monday,2025-07,B62,MOBILE BUS STOP,192
3662,Monday,2025-07,B62,MOBILE DOUBLE PARKED,57
3663,Monday,2025-07,B82+,MOBILE BUS LANE,89
3664,Monday,2025-07,B82+,MOBILE BUS STOP,572
3665,Monday,2025-07,B82+,MOBILE DOUBLE PARKED,515
3666,Monday,2025-07,BX12+,MOBILE BUS LANE,353
3667,Monday,2025-07,BX12+,MOBILE BUS STOP,229
3668,Monday,2025-07,BX12+,MOBILE DOUBLE PARKED,264
3669,Monday,2025-07,BX19,MOBILE BUS LANE,187
3670,Monday,2025-07,BX19,MOBILE BUS STOP,634
3671,Monday,2025-07,BX19,MOBILE DOUBLE PARKED,1805
3672,Monday,2025-07,BX28,MOBILE BUS STOP,304
3673,Monday,2025-07,BX28,MOBILE DOUBLE PARKED,352
3674,Monday,2025-07,BX28-BX38,MOBILE BUS LANE,51
3675,Monday,2025-07,BX35,MOBILE BUS LANE,55
3676,Monday,2025-07,BX35,MOBILE BUS STOP,130
3677,Monday,2025-07,BX35,MOBILE DOUBLE PARKED,411
3678,Monday,2025-07,BX36,MOBILE BUS LANE,98
3679,Monday,2025-07,BX36,MOBILE BUS STOP,476
3680,Monday,2025-07,BX36,MOBILE DOUBLE PARKED,1295
3681,Monday,2025-07,BX38,MOBILE BUS STOP,54
3682,Monday,2025-07,BX38,MOBILE DOUBLE PARKED,167
3683,Monday,2025-07,BX41+,MOBILE BUS LANE,395
3684,Monday,2025-07,BX41+,MOBILE BUS STOP,287
3685,Monday,2025-07,BX41+,MOBILE DOUBLE PARKED,373
3686,Monday,2025-07,BX5,MOBILE BUS LANE,21
3687,Monday,2025-07,BX5,MOBILE BUS STOP,10
3688,Monday,2025-07,BX5,MOBILE DOUBLE PARKED,7
3689,Monday,2025-07,BX6+,MOBILE BUS LANE,38
3690,Monday,2025-07,BX6+,MOBILE BUS STOP,341
3691,Monday,2025-07,BX6+,MOBILE DOUBLE PARKED,701
3692,Monday,2025-07,M100,MOBILE BUS STOP,383
3693,Monday,2025-07,M100,MOBILE DOUBLE PARKED,2115
3694,Monday,2025-07,M101,MOBILE BUS LANE,743
3695,Monday,2025-07,M101,MOBILE BUS STOP,1397
3696,Monday,2025-07,M101,MOBILE DOUBLE PARKED,1674
3697,Monday,2025-07,M14+,MOBILE BUS LANE,139
3698,Monday,2025-07,M14+,MOBILE BUS STOP,121
3699,Monday,2025-07,M14+,MOBILE DOUBLE PARKED,13
3700,Monday,2025-07,M15+,MOBILE BUS LANE,888
3701,Monday,2025-07,M15+,MOBILE BUS STOP,1298
3702,Monday,2025-07,M15+,MOBILE DOUBLE PARKED,351
3703,Monday,2025-07,M2,MOBILE BUS LANE,222
3704,Monday,2025-07,M2,MOBILE BUS STOP,1125
3705,Monday,2025-07,M2,MOBILE DOUBLE PARKED,79
3706,Monday,2025-07,M23+,MOBILE BUS LANE,41
3707,Monday,2025-07,M23+,MOBILE BUS STOP,42
3708,Monday,2025-07,M23+,MOBILE DOUBLE PARKED,21
3709,Monday,2025-07,M34+,MOBILE BUS LANE,74
3710,Monday,2025-07,M34+,MOBILE BUS STOP,91
3711,Monday,2025-07,M34+,MOBILE DOUBLE PARKED,11
3712,Monday,2025-07,M4,MOBILE BUS STOP,340
3713,Monday,2025-07,M4,MOBILE DOUBLE PARKED,232
3714,Monday,2025-07,M42,MOBILE BUS LANE,186
3715,Monday,2025-07,M42,MOBILE BUS STOP,110
3716,Monday,2025-07,M42,MOBILE DOUBLE PARKED,6
3717,Monday,2025-07,M60+,MOBILE BUS LANE,6
3718,Monday,2025-07,M60+,MOBILE BUS STOP,186
3719,Monday,2025-07,M60+,MOBILE DOUBLE PARKED,289
3720,Monday,2025-07,M79+,MOBILE BUS LANE,91
3721,Monday,2025-07,M79+,MOBILE BUS STOP,99
3722,Monday,2025-07,M79+,MOBILE DOUBLE PARKED,277
3723,Monday,2025-07,M86+,MOBILE BUS LANE,22
3724,Monday,2025-07,M86+,MOBILE BUS STOP,84
3725,Monday,2025-07,M86+,MOBILE DOUBLE PARKED,458
3726,Monday,2025-07,Q43,MOBILE BUS LANE,138
3727,Monday,2025-07,Q43,MOBILE BUS STOP,122
3728,Monday,2025-07,Q43,MOBILE DOUBLE PARKED,133
3729,Monday,2025-07,Q44+,MOBILE BUS LANE,215
3730,Monday,2025-07,Q44+,MOBILE BUS STOP,603
3731,Monday,2025-07,Q44+,MOBILE DOUBLE PARKED,255
3732,Monday,2025-07,Q5,MOBILE BUS LANE,75
3733,Monday,2025-07,Q5,MOBILE BUS STOP,97
3734,Monday,2025-07,Q5,MOBILE DOUBLE PARKED,36
3735,Monday,2025-07,Q53+,MOBILE BUS LANE,68
3736,Monday,2025-07,Q53+,MOBILE BUS STOP,319
3737,Monday,2025-07,Q53+,MOBILE DOUBLE PARKED,85
3738,Monday,2025-07,Q54,MOBILE BUS LANE,9
3739,Monday,2025-07,Q54,MOBILE BUS STOP,401
3740,Monday,2025-07,Q54,MOBILE DOUBLE PARKED,210
3741,Monday,2025-07,Q58,MOBILE BUS LANE,14
3742,Monday,2025-07,Q58,MOBILE BUS STOP,38
3743,Monday,2025-07,Q58,MOBILE DOUBLE PARKED,12
3744,Monday,2025-07,Q69,MOBILE BUS LANE,13
3745,Monday,2025-07,Q69,MOBILE BUS STOP,27
3746,Monday,2025-07,Q69,MOBILE DOUBLE PARKED,10
3747,Monday,2025-07,S46,MOBILE BUS LANE,38
3748,Monday,2025-07,S46,MOBILE BUS STOP,65
3749,Monday,2025-07,S46,MOBILE DOUBLE PARKED,12
3750,Monday,2025-07,S79+,MOBILE BUS LANE,16
3751,Monday,2025-07,S79+,MOBILE BUS STOP,73
3752,Monday,2025-07,S79+,MOBILE DOUBLE PARKED,111
3753,Monday,2025-08,B25,MOBILE BUS LANE,110
3754,Monday,2025-08,B25,MOBILE BUS STOP,25
3755,Monday,2025-08,B25,MOBILE DOUBLE PARKED,6
3756,Monday,2025-08,B26,MOBILE BUS LANE,3
3757,Monday,2025-08,B26,MOBILE BUS STOP,10
3758,Monday,2025-08,B26,MOBILE DOUBLE PARKED,9
3759,Monday,2025-08,B35,MOBILE BUS LANE,12
3760,Monday,2025-08,B35,MOBILE BUS STOP,71
3761,Monday,2025-08,B35,MOBILE DOUBLE PARKED,60
3762,Monday,2025-08,B41,MOBILE BUS LANE,47
3763,Monday,2025-08,B41,MOBILE BUS STOP,64
3764,Monday,2025-08,B41,MOBILE DOUBLE PARKED,49
3765,Monday,2025-08,B42,MOBILE BUS LANE,17
3766,Monday,2025-08,B42,MOBILE BUS STOP,8
3767,Monday,2025-08,B42,MOBILE DOUBLE PARKED,4
3768,Monday,2025-08,B44+,MOBILE BUS LANE,92
