,bus_route_id,month,weekday,violation_type,violations
1198,B42,2024-07,Wednesday,MOBILE BUS LANE,42
1199,B42,2024-08,Friday,MOBILE BUS LANE,43
1200,B42,2024-08,Monday,MOBILE BUS LANE,21
1201,B42,2024-08,Thursday,MOBILE BUS LANE,42
1202,B42,2024-08,Tuesday,MOBILE BUS LANE,17
1203,B42,2024-08,Wednesday,MOBILE BUS LANE,27
1204,B42,2024-09,Friday,MOBILE BUS LANE,25
1205,B42,2024-09,Friday,MOBILE BUS STOP,32
1206,B42,2024-09,Friday,MOBILE DOUBLE PARKED,2
1207,B42,2024-09,Monday,MOBILE BUS LANE,8
1208,B42,2024-09,Monday,MOBILE BUS STOP,23
1209,B42,2024-09,Monday,MOBILE DOUBLE PARKED,8
1210,B42,2024-09,Saturday,MOBILE BUS STOP,4
1211,B42,2024-09,Sunday,MOBILE BUS STOP,1
1212,B42,2024-09,Thursday,MOBILE BUS LANE,17
1213,B42,2024-09,Thursday,MOBILE BUS STOP,17
1214,B42,2024-09,Thursday,MOBILE DOUBLE PARKED,3
1215,B42,2024-09,Tuesday,MOBILE BUS LANE,42
1216,B42,2024-09,Tuesday,MOBILE BUS STOP,21
1217,B42,2024-09,Tuesday,MOBILE DOUBLE PARKED,7
1218,B42,2024-09,Wednesday,MOBILE BUS LANE,36
1219,B42,2024-09,Wednesday,MOBILE BUS STOP,10
1220,B42,2024-09,Wednesday,MOBILE DOUBLE PARKED,8
1221,B42,2024-10,Friday,MOBILE BUS LANE,42
1222,B42,2024-10,Friday,MOBILE BUS STOP,74
1223,B42,2024-10,Friday,MOBILE DOUBLE PARKED,22
1224,B42,2024-10,Monday,MOBILE BUS LANE,38
1225,B42,2024-10,Monday,MOBILE BUS STOP,53
1226,B42,2024-10,Monday,MOBILE DOUBLE PARKED,5
1227,B42,2024-10,Saturday,MOBILE BUS LANE,20
1228,B42,2024-10,Saturday,MOBILE BUS STOP,16
1229,B42,2024-10,Sunday,MOBILE BUS LANE,35
1230,B42,2024-10,Sunday,MOBILE BUS STOP,53
1231,B42,2024-10,Sunday,MOBILE DOUBLE PARKED,4
1232,B42,2024-10,Thursday,MOBILE BUS LANE,46
1233,B42,2024-10,Thursday,MOBILE BUS STOP,73
1234,B42,2024-10,Thursday,MOBILE DOUBLE PARKED,3
1235,B42,2024-10,Tuesday,MOBILE BUS LANE,51
1236,B42,2024-10,Tuesday,MOBILE BUS STOP,70
1237,B42,2024-10,Tuesday,MOBILE DOUBLE PARKED,7
1238,B42,2024-10,Wednesday,MOBILE BUS LANE,35
1239,B42,2024-10,Wednesday,MOBILE BUS STOP,57
1240,B42,2024-10,Wednesday,MOBILE DOUBLE PARKED,5
1241,B42,2024-11,Friday,MOBILE BUS LANE,72
1242,B42,2024-11,Friday,MOBILE BUS STOP,79
1243,B42,2024-11,Friday,MOBILE DOUBLE PARKED,10
1244,B42,2024-11,Monday,MOBILE BUS LANE,41
1245,B42,2024-11,Monday,MOBILE BUS STOP,57
1246,B42,2024-11,Monday,MOBILE DOUBLE PARKED,2
1247,B42,2024-11,Saturday,MOBILE BUS LANE,39
1248,B42,2024-11,Saturday,MOBILE BUS STOP,87
1249,B42,2024-11,Saturday,MOBILE DOUBLE PARKED,16
1250,B42,2024-11,Sunday,MOBILE BUS LANE,68
1251,B42,2024-11,Sunday,MOBILE BUS STOP,39
1252,B42,2024-11,Sunday,MOBILE DOUBLE PARKED,3
1253,B42,2024-11,Thursday,MOBILE BUS LANE,25
1254,B42,2024-11,Thursday,MOBILE BUS STOP,47
1255,B42,2024-11,Thursday,MOBILE DOUBLE PARKED,7
1256,B42,2024-11,Tuesday,MOBILE BUS LANE,34
1257,B42,2024-11,Tuesday,MOBILE BUS STOP,76
1258,B42,2024-11,Tuesday,MOBILE DOUBLE PARKED,10
1259,B42,2024-11,Wednesday,MOBILE BUS LANE,51
1260,B42,2024-11,Wednesday,MOBILE BUS STOP,72
1261,B42,2024-11,Wednesday,MOBILE DOUBLE PARKED,6
1262,B42,2024-12,Friday,MOBILE BUS LANE,48
1263,B42,2024-12,Friday,MOBILE BUS STOP,75
1264,B42,2024-12,Friday,MOBILE DOUBLE PARKED,7
1265,B42,2024-12,Monday,MOBILE BUS LANE,62
1266,B42,2024-12,Monday,MOBILE BUS STOP,76
1267,B42,2024-12,Monday,MOBILE DOUBLE PARKED,10
1268,B42,2024-12,Saturday,MOBILE BUS LANE,38
1269,B42,2024-12,Saturday,MOBILE BUS STOP,54
1270,B42,2024-12,Saturday,MOBILE DOUBLE PARKED,1
1271,B42,2024-12,Sunday,MOBILE BUS LANE,66
1272,B42,2024-12,Sunday,MOBILE BUS STOP,65
1273,B42,2024-12,Sunday,MOBILE DOUBLE PARKED,5
1274,B42,2024-12,Thursday,MOBILE BUS LANE,35
1275,B42,2024-12,Thursday,MOBILE BUS STOP,72
1276,B42,2024-12,Thursday,MOBILE DOUBLE PARKED,10
1277,B42,2024-12,Tuesday,MOBILE BUS LANE,59
1278,B42,2024-12,Tuesday,MOBILE BUS STOP,105
1279,B42,2024-12,Tuesday,MOBILE DOUBLE PARKED,14
1280,B42,2024-12,Wednesday,MOBILE BUS LANE,37
1281,B42,2024-12,Wednesday,MOBILE BUS STOP,47
1282,B42,2024-12,Wednesday,MOBILE DOUBLE PARKED,8
1283,B42,2025-01,Friday,MOBILE BUS LANE,41
1284,B42,2025-01,Friday,MOBILE BUS STOP,99
1285,B42,2025-01,Friday,MOBILE DOUBLE PARKED,4
1286,B42,2025-01,Monday,MOBILE BUS LANE,22
1287,B42,2025-01,Monday,MOBILE BUS STOP,68
1288,B42,2025-01,Monday,MOBILE DOUBLE PARKED,4
1289,B42,2025-01,Saturday,MOBILE BUS LANE,12
1290,B42,2025-01,Saturday,MOBILE BUS STOP,30
1291,B42,2025-01,Saturday,MOBILE DOUBLE PARKED,2
1292,B42,2025-01,Sunday,MOBILE BUS LANE,15
1293,B42,2025-01,Sunday,MOBILE BUS STOP,39
1294,B42,2025-01,Sunday,MOBILE DOUBLE PARKED,8
1295,B42,2025-01,Thursday,MOBILE BUS LANE,28
1296,B42,2025-01,Thursday,MOBILE BUS STOP,59
1297,B42,2025-01,Thursday,MOBILE DOUBLE PARKED,10
1298,B42,2025-01,Tuesday,MOBILE BUS LANE,31
1299,B42,2025-01,Tuesday,MOBILE BUS STOP,79
1300,B42,2025-01,Tuesday,MOBILE DOUBLE PARKED,18
1301,B42,2025-01,Wednesday,MOBILE BUS LANE,33
1302,B42,2025-01,Wednesday,MOBILE BUS STOP,77
1303,B42,2025-01,Wednesday,MOBILE DOUBLE PARKED,14
1304,B42,2025-02,Friday,MOBILE BUS LANE,37
1305,B42,2025-02,Friday,MOBILE BUS STOP,50
1306,B42,2025-02,Friday,MOBILE DOUBLE PARKED,1
1307,B42,2025-02,Monday,MOBILE BUS LANE,19
1308,B42,2025-02,Monday,MOBILE BUS STOP,59
1309,B42,2025-02,Monday,MOBILE DOUBLE PARKED,10
1310,B42,2025-02,Saturday,MOBILE BUS LANE,9
1311,B42,2025-02,Saturday,MOBILE BUS STOP,20
1312,B42,2025-02,Saturday,MOBILE DOUBLE PARKED,2
1313,B42,2025-02,Sunday,MOBILE BUS LANE,18
1314,B42,2025-02,Sunday,MOBILE BUS STOP,47
1315,B42,2025-02,Sunday,MOBILE DOUBLE PARKED,4
1316,B42,2025-02,Thursday,MOBILE BUS LANE,18
1317,B42,2025-02,Thursday,MOBILE BUS STOP,41
1318,B42,2025-02,Thursday,MOBILE DOUBLE PARKED,5
1319,B42,2025-02,Tuesday,MOBILE BUS LANE,23
1320,B42,2025-02,Tuesday,MOBILE BUS STOP,52
1321,B42,2025-02,Tuesday,MOBILE DOUBLE PARKED,12
1322,B42,2025-02,Wednesday,MOBILE BUS LANE,25
1323,B42,2025-02,Wednesday,MOBILE BUS STOP,47
1324,B42,2025-02,Wednesday,MOBILE DOUBLE PARKED,8
1325,B42,2025-03,Friday,MOBILE BUS LANE,36
1326,B42,2025-03,Friday,MOBILE BUS STOP,36
1327,B42,2025-03,Friday,MOBILE DOUBLE PARKED,2
1328,B42,2025-03,Monday,MOBILE BUS LANE,25
1329,B42,2025-03,Monday,MOBILE BUS STOP,52
1330,B42,2025-03,Monday,MOBILE DOUBLE PARKED,6
1331,B42,2025-03,Saturday,MOBILE BUS LANE,18
1332,B42,2025-03,Saturday,MOBILE BUS STOP,37
1333,B42,2025-03,Saturday,MOBILE DOUBLE PARKED,5
1334,B42,2025-03,Sunday,MOBILE BUS LANE,19
1335,B42,2025-03,Sunday,MOBILE BUS STOP,22
1336,B42,2025-03,Sunday,MOBILE DOUBLE PARKED,2
1337,B42,2025-03,Thursday,MOBILE BUS LANE,27
1338,B42,2025-03,Thursday,MOBILE BUS STOP,55
1339,B42,2025-03,Thursday,MOBILE DOUBLE PARKED,9
1340,B42,2025-03,Tuesday,MOBILE BUS LANE,32
1341,B42,2025-03,Tuesday,MOBILE BUS STOP,52
1342,B42,2025-03,Tuesday,MOBILE DOUBLE PARKED,15
1343,B42,2025-03,Wednesday,MOBILE BUS LANE,20
1344,B42,2025-03,Wednesday,MOBILE BUS STOP,58
1345,B42,2025-03,Wednesday,MOBILE DOUBLE PARKED,7
1346,B42,2025-04,Friday,MOBILE BUS LANE,35
1347,B42,2025-04,Friday,MOBILE BUS STOP,65
1348,B42,2025-04,Friday,MOBILE DOUBLE PARKED,4
1349,B42,2025-04,Monday,MOBILE BUS LANE,33
1350,B42,2025-04,Monday,MOBILE BUS STOP,59
1351,B42,2025-04,Monday,MOBILE DOUBLE PARKED,10
1352,B42,2025-04,Saturday,MOBILE BUS LANE,18
1353,B42,2025-04,Saturday,MOBILE BUS STOP,42
1354,B42,2025-04,Saturday,MOBILE DOUBLE PARKED,11
1355,B42,2025-04,Sunday,MOBILE BUS LANE,36
1356,B42,2025-04,Sunday,MOBILE BUS STOP,25
1357,B42,2025-04,Thursday,MOBILE BUS LANE,30
1358,B42,2025-04,Thursday,MOBILE BUS STOP,37
1359,B42,2025-04,Thursday,MOBILE DOUBLE PARKED,12
1360,B42,2025-04,Tuesday,MOBILE BUS LANE,31
1361,B42,2025-04,Tuesday,MOBILE BUS STOP,89
1362,B42,2025-04,Tuesday,MOBILE DOUBLE PARKED,37
1363,B42,2025-04,Wednesday,MOBILE BUS LANE,28
1364,B42,2025-04,Wednesday,MOBILE BUS STOP,65
1365,B42,2025-04,Wednesday,MOBILE DOUBLE PARKED,3
1366,B42,2025-05,Friday,MOBILE BUS LANE,46
1367,B42,2025-05,Friday,MOBILE BUS STOP,118
1368,B42,2025-05,Friday,MOBILE DOUBLE PARKED,26
1369,B42,2025-05,Monday,MOBILE BUS LANE,18
1370,B42,2025-05,Monday,MOBILE BUS STOP,36
1371,B42,2025-05,Monday,MOBILE DOUBLE PARKED,4
1372,B42,2025-05,Saturday,MOBILE BUS LANE,11
1373,B42,2025-05,Saturday,MOBILE BUS STOP,26
1374,B42,2025-05,Saturday,MOBILE DOUBLE PARKED,4
1375,B42,2025-05,Sunday,MOBILE BUS LANE,12
1376,B42,2025-05,Sunday,MOBILE BUS STOP,28
1377,B42,2025-05,Sunday,MOBILE DOUBLE PARKED,3
1378,B42,2025-05,Thursday,MOBILE BUS LANE,29
1379,B42,2025-05,Thursday,MOBILE BUS STOP,94
1380,B42,2025-05,Thursday,MOBILE DOUBLE PARKED,22
1381,B42,2025-05,Tuesday,MOBILE BUS LANE,14
1382,B42,2025-05,Tuesday,MOBILE BUS STOP,77
1383,B42,2025-05,Tuesday,MOBILE DOUBLE PARKED,22
1384,B42,2025-05,Wednesday,MOBILE BUS LANE,19
1385,B42,2025-05,Wednesday,MOBILE BUS STOP,42
1386,B42,2025-05,Wednesday,MOBILE DOUBLE PARKED,6
1387,B42,2025-06,Friday,MOBILE BUS LANE,41
1388,B42,2025-06,Friday,MOBILE BUS STOP,55
1389,B42,2025-06,Friday,MOBILE DOUBLE PARKED,10
1390,B42,2025-06,Monday,MOBILE BUS LANE,20
1391,B42,2025-06,Monday,MOBILE BUS STOP,82
1392,B42,2025-06,Monday,MOBILE DOUBLE PARKED,17
1393,B42,2025-06,Saturday,MOBILE BUS LANE,4
1394,B42,2025-06,Saturday,MOBILE BUS STOP,24
1395,B42,2025-06,Saturday,MOBILE DOUBLE PARKED,1
1396,B42,2025-06,Sunday,MOBILE BUS LANE,33
1397,B42,2025-06,Sunday,MOBILE BUS STOP,36
1398,B42,2025-06,Sunday,MOBILE DOUBLE PARKED,6
1399,B42,2025-06,Thursday,MOBILE BUS LANE,38
1400,B42,2025-06,Thursday,MOBILE BUS STOP,71
1401,B42,2025-06,Thursday,MOBILE DOUBLE PARKED,17
1402,B42,2025-06,Tuesday,MOBILE BUS LANE,25
1403,B42,2025-06,Tuesday,MOBILE BUS STOP,71
1404,B42,2025-06,Tuesday,MOBILE DOUBLE PARKED,33
1405,B42,2025-06,Wednesday,MOBILE BUS LANE,16
1406,B42,2025-06,Wednesday,MOBILE BUS STOP,52
1407,B42,2025-06,Wednesday,MOBILE DOUBLE PARKED,9
1408,B42,2025-07,Friday,MOBILE BUS LANE,34
1409,B42,2025-07,Friday,MOBILE BUS STOP,51
1410,B42,2025-07,Friday,MOBILE DOUBLE PARKED,7
1411,B42,2025-07,Monday,MOBILE BUS LANE,29
1412,B42,2025-07,Monday,MOBILE BUS STOP,45
1413,B42,2025-07,Monday,MOBILE DOUBLE PARKED,6
1414,B42,2025-07,Saturday,MOBILE BUS LANE,3
1415,B42,2025-07,Saturday,MOBILE BUS STOP,25
1416,B42,2025-07,Saturday,MOBILE DOUBLE PARKED,4
1417,B42,2025-07,Sunday,MOBILE BUS LANE,20
1418,B42,2025-07,Sunday,MOBILE BUS STOP,40
1419,B42,2025-07,Sunday,MOBILE DOUBLE PARKED,7
1420,B42,2025-07,Thursday,MOBILE BUS LANE,59
1421,B42,2025-07,Thursday,MOBILE BUS STOP,59
1422,B42,2025-07,Thursday,MOBILE DOUBLE PARKED,13
1423,B42,2025-07,Tuesday,MOBILE BUS LANE,28
1424,B42,2025-07,Tuesday,MOBILE BUS STOP,37
1425,B42,2025-07,Tuesday,MOBILE DOUBLE PARKED,4
1426,B42,2025-07,Wednesday,MOBILE BUS LANE,56
1427,B42,2025-07,Wednesday,MOBILE BUS STOP,57
1428,B42,2025-07,Wednesday,MOBILE DOUBLE PARKED,7
1429,B42,2025-08,Friday,MOBILE BUS LANE,24
1430,B42,2025-08,Friday,MOBILE BUS STOP,10
1431,B42,2025-08,Friday,MOBILE DOUBLE PARKED,1
1432,B42,2025-08,Monday,MOBILE BUS LANE,17
1433,B42,2025-08,Monday,MOBILE BUS STOP,8
1434,B42,2025-08,Monday,MOBILE DOUBLE PARKED,4
1435,B42,2025-08,Saturday,MOBILE BUS LANE,11
1436,B42,2025-08,Saturday,MOBILE BUS STOP,11
1437,B42,2025-08,Saturday,MOBILE DOUBLE PARKED,1
1438,B42,2025-08,Sunday,MOBILE BUS LANE,20
1439,B42,2025-08,Sunday,MOBILE BUS STOP,2
1440,B42,2025-08,Thursday,MOBILE BUS LANE,11
1441,B42,2025-08,Thursday,MOBILE BUS STOP,6
1442,B42,2025-08,Tuesday,MOBILE BUS LANE,9
1443,B42,2025-08,Tuesday,MOBILE BUS STOP,3
1444,B42,2025-08,Tuesday,MOBILE DOUBLE PARKED,1
1445,B42,2025-08,Wednesday,MOBILE BUS LANE,18
1446,B42,2025-08,Wednesday,MOBILE BUS STOP,5
1447,B42,2025-08,Wednesday,MOBILE DOUBLE PARKED,1
1448,B44+,2019-10,Friday,MOBILE BUS LANE,2
1449,B44+,2019-10,Monday,MOBILE BUS LANE,151
1450,B44+,2019-10,Thursday,MOBILE BUS LANE,80
1451,B44+,2019-11,Friday,MOBILE BUS LANE,518
1452,B44+,2019-11,Monday,MOBILE BUS LANE,284
1453,B44+,2019-11,Thursday,MOBILE BUS LANE,353
1454,B44+,2019-11,Tuesday,MOBILE BUS LANE,491
1455,B44+,2019-11,Wednesday,MOBILE BUS LANE,497
1456,B44+,2019-12,Friday,MOBILE BUS LANE,273
1457,B44+,2019-12,Monday,MOBILE BUS LANE,238
1458,B44+,2019-12,Thursday,MOBILE BUS LANE,244
1459,B44+,2019-12,Tuesday,MOBILE BUS LANE,296
1460,B44+,2019-12,Wednesday,MOBILE BUS LANE,198
1461,B44+,2020-01,Friday,MOBILE BUS LANE,351
1462,B44+,2020-01,Monday,MOBILE BUS LANE,160
1463,B44+,2020-01,Thursday,MOBILE BUS LANE,343
1464,B44+,2020-01,Tuesday,MOBILE BUS LANE,159
1465,B44+,2020-01,Wednesday,MOBILE BUS LANE,223
1466,B44+,2020-02,Friday,MOBILE BUS LANE,147
1467,B44+,2020-02,Monday,MOBILE BUS LANE,61
1468,B44+,2020-02,Saturday,MOBILE BUS LANE,47
1469,B44+,2020-02,Thursday,MOBILE BUS LANE,57
1470,B44+,2020-02,Tuesday,MOBILE BUS LANE,56
1471,B44+,2020-02,Wednesday,MOBILE BUS LANE,68
1472,B44+,2020-03,Friday,MOBILE BUS LANE,69
1473,B44+,2020-03,Monday,MOBILE BUS LANE,52
1474,B44+,2020-03,Saturday,MOBILE BUS LANE,59
1475,B44+,2020-03,Thursday,MOBILE BUS LANE,62
1476,B44+,2020-03,Tuesday,MOBILE BUS LANE,76
1477,B44+,2020-03,Wednesday,MOBILE BUS LANE,76
1478,B44+,2020-04,Friday,MOBILE BUS LANE,66
1479,B44+,2020-04,Monday,MOBILE BUS LANE,65
1480,B44+,2020-04,Saturday,MOBILE BUS LANE,25
1481,B44+,2020-04,Thursday,MOBILE BUS LANE,82
1482,B44+,2020-04,Tuesday,MOBILE BUS LANE,48
1483,B44+,2020-04,Wednesday,MOBILE BUS LANE,73
1484,B44+,2020-05,Friday,MOBILE BUS LANE,151
1485,B44+,2020-05,Monday,MOBILE BUS LANE,66
1486,B44+,2020-05,Saturday,MOBILE BUS LANE,142
1487,B44+,2020-05,Thursday,MOBILE BUS LANE,64
1488,B44+,2020-05,Tuesday,MOBILE BUS LANE,84
1489,B44+,2020-05,Wednesday,MOBILE BUS LANE,89
1490,B44+,2020-06,Friday,MOBILE BUS LANE,87
1491,B44+,2020-06,Monday,MOBILE BUS LANE,118
1492,B44+,2020-06,Saturday,MOBILE BUS LANE,84
1493,B44+,2020-06,Thursday,MOBILE BUS LANE,129
1494,B44+,2020-06,Tuesday,MOBILE BUS LANE,126
1495,B44+,2020-06,Wednesday,MOBILE BUS LANE,85
1496,B44+,2020-07,Friday,MOBILE BUS LANE,150
1497,B44+,2020-07,Monday,MOBILE BUS LANE,40
1498,B44+,2020-07,Saturday,MOBILE BUS LANE,95
1499,B44+,2020-07,Thursday,MOBILE BUS LANE,113
1500,B44+,2020-07,Tuesday,MOBILE BUS LANE,57
1501,B44+,2020-07,Wednesday,MOBILE BUS LANE,103
1502,B44+,2020-08,Friday,MOBILE BUS LANE,129
1503,B44+,2020-08,Monday,MOBILE BUS LANE,78
1504,B44+,2020-08,Saturday,MOBILE BUS LANE,139
1505,B44+,2020-08,Thursday,MOBILE BUS LANE,97
1506,B44+,2020-08,Tuesday,MOBILE BUS LANE,132
1507,B44+,2020-08,Wednesday,MOBILE BUS LANE,131
1508,B44+,2020-09,Friday,MOBILE BUS LANE,186
1509,B44+,2020-09,Monday,MOBILE BUS LANE,125
1510,B44+,2020-09,Saturday,MOBILE BUS LANE,102
1511,B44+,2020-09,Thursday,MOBILE BUS LANE,139
1512,B44+,2020-09,Tuesday,MOBILE BUS LANE,131
1513,B44+,2020-09,Wednesday,MOBILE BUS LANE,155
1514,B44+,2020-10,Friday,MOBILE BUS LANE,273
1515,B44+,2020-10,Monday,MOBILE BUS LANE,132
1516,B44+,2020-10,Saturday,MOBILE BUS LANE,157
1517,B44+,2020-10,Thursday,MOBILE BUS LANE,187
1518,B44+,2020-10,Tuesday,MOBILE BUS LANE,149
1519,B44+,2020-10,Wednesday,MOBILE BUS LANE,168
1520,B44+,2020-11,Friday,MOBILE BUS LANE,191
1521,B44+,2020-11,Monday,MOBILE BUS LANE,250
1522,B44+,2020-11,Saturday,MOBILE BUS LANE,120
1523,B44+,2020-11,Thursday,MOBILE BUS LANE,134
1524,B44+,2020-11,Tuesday,MOBILE BUS LANE,145
1525,B44+,2020-11,Wednesday,MOBILE BUS LANE,100
1526,B44+,2020-12,Friday,MOBILE BUS LANE,135
1527,B44+,2020-12,Monday,MOBILE BUS LANE,196
1528,B44+,2020-12,Saturday,MOBILE BUS LANE,158
1529,B44+,2020-12,Thursday,MOBILE BUS LANE,164
1530,B44+,2020-12,Tuesday,MOBILE BUS LANE,176
1531,B44+,2020-12,Wednesday,MOBILE BUS LANE,173
1532,B44+,2021-01,Friday,MOBILE BUS LANE,195
1533,B44+,2021-01,Monday,MOBILE BUS LANE,111
1534,B44+,2021-01,Saturday,MOBILE BUS LANE,148
1535,B44+,2021-01,Thursday,MOBILE BUS LANE,123
1536,B44+,2021-01,Tuesday,MOBILE BUS LANE,116
1537,B44+,2021-01,Wednesday,MOBILE BUS LANE,142
1538,B44+,2021-02,Friday,MOBILE BUS LANE,248
1539,B44+,2021-02,Monday,MOBILE BUS LANE,89
1540,B44+,2021-02,Saturday,MOBILE BUS LANE,219
1541,B44+,2021-02,Thursday,MOBILE BUS LANE,167
1542,B44+,2021-02,Tuesday,MOBILE BUS LANE,137
1543,B44+,2021-02,Wednesday,MOBILE BUS LANE,186
1544,B44+,2021-03,Friday,MOBILE BUS LANE,198
1545,B44+,2021-03,Monday,MOBILE BUS LANE,207
1546,B44+,2021-03,Saturday,MOBILE BUS LANE,128
1547,B44+,2021-03,Thursday,MOBILE BUS LANE,169
1548,B44+,2021-03,Tuesday,MOBILE BUS LANE,186
1549,B44+,2021-03,Wednesday,MOBILE BUS LANE,201
1550,B44+,2021-04,Friday,MOBILE BUS LANE,295
1551,B44+,2021-04,Monday,MOBILE BUS LANE,210
1552,B44+,2021-04,Saturday,MOBILE BUS LANE,149
1553,B44+,2021-04,Sunday,MOBILE BUS LANE,39
1554,B44+,2021-04,Thursday,MOBILE BUS LANE,189
1555,B44+,2021-04,Tuesday,MOBILE BUS LANE,183
1556,B44+,2021-04,Wednesday,MOBILE BUS LANE,156
1557,B44+,2021-05,Friday,MOBILE BUS LANE,112
1558,B44+,2021-05,Monday,MOBILE BUS LANE,149
1559,B44+,2021-05,Saturday,MOBILE BUS LANE,105
1560,B44+,2021-05,Sunday,MOBILE BUS LANE,28
1561,B44+,2021-05,Thursday,MOBILE BUS LANE,139
1562,B44+,2021-05,Tuesday,MOBILE BUS LANE,115
1563,B44+,2021-05,Wednesday,MOBILE BUS LANE,195
1564,B44+,2021-06,Friday,MOBILE BUS LANE,43
1565,B44+,2021-06,Monday,MOBILE BUS LANE,44
1566,B44+,2021-06,Saturday,MOBILE BUS LANE,41
1567,B44+,2021-06,Sunday,MOBILE BUS LANE,4
1568,B44+,2021-06,Thursday,MOBILE BUS LANE,83
1569,B44+,2021-06,Tuesday,MOBILE BUS LANE,95
1570,B44+,2021-06,Wednesday,MOBILE BUS LANE,97
1571,B44+,2021-07,Friday,MOBILE BUS LANE,181
1572,B44+,2021-07,Monday,MOBILE BUS LANE,112
1573,B44+,2021-07,Saturday,MOBILE BUS LANE,85
1574,B44+,2021-07,Sunday,MOBILE BUS LANE,27
1575,B44+,2021-07,Thursday,MOBILE BUS LANE,167
1576,B44+,2021-07,Tuesday,MOBILE BUS LANE,137
1577,B44+,2021-07,Wednesday,MOBILE BUS LANE,125
1578,B44+,2021-08,Friday,MOBILE BUS LANE,166
1579,B44+,2021-08,Monday,MOBILE BUS LANE,277
1580,B44+,2021-08,Saturday,MOBILE BUS LANE,181
1581,B44+,2021-08,Sunday,MOBILE BUS LANE,71
1582,B44+,2021-08,Thursday,MOBILE BUS LANE,202
1583,B44+,2021-08,Tuesday,MOBILE BUS LANE,228
1584,B44+,2021-08,Wednesday,MOBILE BUS LANE,159
1585,B44+,2021-09,Friday,MOBILE BUS LANE,224
1586,B44+,2021-09,Monday,MOBILE BUS LANE,133
1587,B44+,2021-09,Saturday,MOBILE BUS LANE,182
1588,B44+,2021-09,Sunday,MOBILE BUS LANE,35
1589,B44+,2021-09,Thursday,MOBILE BUS LANE,245
1590,B44+,2021-09,Tuesday,MOBILE BUS LANE,218
1591,B44+,2021-09,Wednesday,MOBILE BUS LANE,231
1592,B44+,2021-10,Friday,MOBILE BUS LANE,232
1593,B44+,2021-10,Monday,MOBILE BUS LANE,157
1594,B44+,2021-10,Saturday,MOBILE BUS LANE,182
1595,B44+,2021-10,Sunday,MOBILE BUS LANE,39
1596,B44+,2021-10,Thursday,MOBILE BUS LANE,135
1597,B44+,2021-10,Tuesday,MOBILE BUS LANE,159
1598,B44+,2021-10,Wednesday,MOBILE BUS LANE,140
1599,B44+,2021-11,Friday,MOBILE BUS LANE,142
1600,B44+,2021-11,Monday,MOBILE BUS LANE,155
1601,B44+,2021-11,Saturday,MOBILE BUS LANE,94
1602,B44+,2021-11,Sunday,MOBILE BUS LANE,27
1603,B44+,2021-11,Thursday,MOBILE BUS LANE,94
1604,B44+,2021-11,Tuesday,MOBILE BUS LANE,140
1605,B44+,2021-11,Wednesday,MOBILE BUS LANE,143
1606,B44+,2021-12,Friday,MOBILE BUS LANE,84
1607,B44+,2021-12,Monday,MOBILE BUS LANE,140
1608,B44+,2021-12,Saturday,MOBILE BUS LANE,71
1609,B44+,2021-12,Sunday,MOBILE BUS LANE,52
1610,B44+,2021-12,Thursday,MOBILE BUS LANE,162
1611,B44+,2021-12,Tuesday,MOBILE BUS LANE,126
1612,B44+,2021-12,Wednesday,MOBILE BUS LANE,163
1613,B44+,2022-01,Friday,MOBILE BUS LANE,120
1614,B44+,2022-01,Monday,MOBILE BUS LANE,148
1615,B44+,2022-01,Saturday,MOBILE BUS LANE,47
1616,B44+,2022-01,Sunday,MOBILE BUS LANE,13
1617,B44+,2022-01,Thursday,MOBILE BUS LANE,100
1618,B44+,2022-01,Tuesday,MOBILE BUS LANE,122
1619,B44+,2022-01,Wednesday,MOBILE BUS LANE,104
1620,B44+,2022-02,Friday,MOBILE BUS LANE,104
1621,B44+,2022-02,Monday,MOBILE BUS LANE,88
1622,B44+,2022-02,Saturday,MOBILE BUS LANE,78
1623,B44+,2022-02,Sunday,MOBILE BUS LANE,27
1624,B44+,2022-02,Thursday,MOBILE BUS LANE,102
1625,B44+,2022-02,Tuesday,MOBILE BUS LANE,110
1626,B44+,2022-02,Wednesday,MOBILE BUS LANE,113
1627,B44+,2022-03,Friday,MOBILE BUS LANE,114
1628,B44+,2022-03,Monday,MOBILE BUS LANE,122
1629,B44+,2022-03,Saturday,MOBILE BUS LANE,84
1630,B44+,2022-03,Sunday,MOBILE BUS LANE,30
1631,B44+,2022-03,Thursday,MOBILE BUS LANE,141
1632,B44+,2022-03,Tuesday,MOBILE BUS LANE,135
1633,B44+,2022-03,Wednesday,MOBILE BUS LANE,127
1634,B44+,2022-04,Friday,MOBILE BUS LANE,93
1635,B44+,2022-04,Monday,MOBILE BUS LANE,68
1636,B44+,2022-04,Saturday,MOBILE BUS LANE,47
1637,B44+,2022-04,Sunday,MOBILE BUS LANE,23
1638,B44+,2022-04,Thursday,MOBILE BUS LANE,41
1639,B44+,2022-04,Tuesday,MOBILE BUS LANE,58
1640,B44+,2022-04,Wednesday,MOBILE BUS LANE,72
1641,B44+,2022-05,Friday,MOBILE BUS LANE,4
1642,B44+,2022-05,Monday,MOBILE BUS LANE,3
1643,B44+,2022-05,Saturday,MOBILE BUS LANE,1
1644,B44+,2022-05,Sunday,MOBILE BUS LANE,4
1645,B44+,2022-05,Thursday,MOBILE BUS LANE,8
