,stop_name,violations,avg_lat,avg_lon
358,RIVERSIDE DR WEST/157-10 RIVERSIDE DR,2994,40.83528778223113,-73.94562944154977
359,39 ST/12 AV,2987,40.64157693739538,-73.9877166765986
360,LEXINGTON AV/E 96 ST,2978,40.78002191370047,-73.95479364237744
361,CHURCH AV/CONEY ISLAND AV,2972,40.64669318034993,-73.97003478061912
362,ARCHER AV/SUTPHIN BL,2963,40.70098749848127,-73.80682187006413
363,E 168 ST/ 3 AV,2941,40.83059272186331,-73.9045794631078
364,3 AV/E 42 ST,2940,40.766192872448975,-73.96408378605442
365,92 ST/GATLING PL,2937,40.62000881307457,-74.02948058290772
366,14 AV/CHURCH AV,2934,40.642518225971365,-73.9801095119291
367,W 178 ST/FT WASHINGTON AV,2924,40.8483056884405,-73.93749028898769
368,CROSS BRONX EXPWY SERVICE RD/PUGSLEY AV,2917,40.83044278093932,-73.85458706582105
369,BROADWAY/QUEENS BLVD,2911,40.73348550326349,-73.87346469220199
370,SOUTHERN BLVD/E 174 ST,2882,40.83410574878557,-73.89296511380985
371,KINGS HWY/W 8 ST,2877,40.60590692005561,-73.98671701564129
372,1 AV/E 15 ST,2871,40.73563762382445,-73.97943470846396
373,E 79 ST/3 AV,2861,40.77421702487592,-73.95716902388325
374,FLATBUSH AV/AVENUE K,2855,40.631116052889666,-73.94306278353766
375,CHURCH AV/RUGBY RD,2844,40.64873583966245,-73.96507466068917
376,FLATBUSH AV/CATON AV,2843,40.651142893422445,-73.95795282061204
377,FULTON ST/WASHINGTON AV,2838,40.683496204721635,-73.96356933967583
378,2 AV/E 103 ST,2831,40.783912530907806,-73.94750140374425
379,JAMAICA AV/PARSONS BL,2823,40.70257253028693,-73.802961952887
380,FLATBUSH AV/TILDEN AV,2810,40.64785021672598,-73.95785419572954
381,SEWARD AV/PUGSLEY AV,2810,40.82053088078292,-73.85351963487544
382,MERRICK BL/ARCHER AV,2808,40.704248025997146,-73.7967839551282
383,E 169 ST/PROSPECT AV,2805,40.83028178360071,-73.89961570196078
384,CORONA AV/102 ST,2782,40.743854337167505,-73.86091035981309
385,LEXINGTON AV/E 59 ST,2778,40.760971069474444,-73.9689553812095
386,E 98 ST/HEGEMAN AV,2776,40.65584770172911,-73.91193994272334
387,ROOSEVELT AV/61 ST,2762,40.74613744062274,-73.89754939572774
388,GLENWOOD RD/ROCKAWAY PKWY,2742,40.647063964624365,-73.89704127680524
389,BAY PKWY/78 ST,2741,40.60590364392557,-73.9824047391463
390,GOLD ST/SANDS ST,2738,40.69686132140248,-73.98278120672023
391,CHURCH AV/E 94 ST,2733,40.655429961946574,-73.91595650128065
392,HALSEY ST/BUSHWICK AV,2726,40.68616015480558,-73.91518739581804
393,JAMAICA AV /150 ST,2709,40.70203158914729,-73.80566101550387
394,MALCOLM X BLVD/GATES AV,2707,40.691448687846325,-73.93084355707425
395,BROADWAY/WHITNEY AV,2701,40.74254406849315,-73.88330408552387
396,JAMAICA AV /168 ST,2700,40.706685783333334,-73.79141070629629
397,CHURCH AV/KINGS HWY,2696,40.65231885645401,-73.92700068212167
398,ROGERS AV/CLARKSON AV,2690,40.6584595006964,-73.9531312721772
399,GRAND AV/69 PL,2683,40.72700109467014,-73.89331535147222
400,CORONA AV/51 AV,2658,40.743216547780285,-73.85823053724606
401,FULTON ST/FORT GREENE PL,2623,40.68821837361799,-73.97900545329775
402,EDWARD L GRANT HWY/UNIVERSITY AV,2623,40.83775531719405,-73.917869480366
403,CROSS BAY BLVD/WILDLIFE REFUGE,2617,40.650469270538785,-73.83734110928543
404,CHURCH AV/E 5 ST,2613,40.64390651396862,-73.97684605817068
405,5 AV/E 84 ST,2603,40.77912521080616,-73.96228603186917
406,LIVINGSTON ST/SMITH ST,2587,40.68697489099343,-73.98367053034403
407,HILLSIDE AV/175 ST,2550,40.71221117882353,-73.78554615843137
408,EAST GUN HILL RD/BURKE AV,2548,40.87049725745683,-73.84610401687598
409,HALLECK ST/FOOD CENTER DR,2528,40.811691309335444,-73.88151987579114
410,ALLEN ST/HESTER ST,2527,40.714473423951986,-73.99308635391242
411,PENNSYLVANIA AV/VANDALIA AV,2526,40.64953125534442,-73.88720182541567
412,JAMAICA AV/147 PL,2525,40.70197339643565,-73.80528965148514
413,E 86 ST/2 AV,2522,40.77768094746101,-73.95244049015993
414,CHURCH AV/LLOYD ST,2515,40.650439381312125,-73.95119902584493
415,CORONA AV/JUNCTION BLVD,2511,40.7426284966149,-73.86428214496216
416,PUTNAM AV/ONDERDONK AV,2496,40.70137039503205,-73.9051348926282
417,3 AV/E 24 ST,2494,40.74395174458701,-73.97937870569366
418,WATER ST/PINE ST,2489,40.7063581671354,-74.00580575451988
419,E 79 ST/MADISON AV,2485,40.77592819087861,-73.96169002226694
420,AMSTERDAM AV/W 184 ST,2438,40.838763691550454,-73.93466077317474
421,AMSTERDAM AV/W 148 ST,2438,40.82311664766202,-73.94752169319115
422,MAIN ST/73 AV,2424,40.72378262623762,-73.82019183952144
423,CHURCH AV/BROOKLYN AV,2420,40.651023414876036,-73.94562731570248
424,EAST TREMONT AV/VYSE AV,2413,40.84057925238292,-73.88143304019893
425,3 AV/E 67 ST,2409,40.768678604400165,-73.96154444873392
426,W 145 ST/RIVERSIDE DR,2406,40.82663024314215,-73.94984580382378
427,NOSTRAND AV/SAINT JOHNS PL,2392,40.666783120819396,-73.9506384673913
428,LAFAYETTE AV/PUGSLEY AV,2383,40.822358986255175,-73.86070092566015
429,EDWARD M MORGAN PL/W 157 ST,2374,40.832690556023586,-73.94372465627633
430,W 86 ST/CENTRAL PK WEST,2372,40.785928537099494,-73.97079092453625
431,10 AV/W 202 ST,2354,40.862353041631266,-73.92051940824129
432,NOSTRAND AV / AVENUE L,2338,40.620271748075275,-73.94563664841745
433,SUTPHIN BLVD /JAMAICA AV,2327,40.7016855981951,-73.8067442135797
434,EAST TREMONT AV/BOSTON RD,2311,40.838693145824315,-73.88283897360449
435,WHITE PLAINS RD/BRUCKNER BLVD,2307,40.82623341092328,-73.86386080407456
436,AMSTERDAM AV/LA SALLE ST,2303,40.81157882761615,-73.95423907555363
437,CHURCH AV/ROCKAWAY PKWY,2298,40.65630762315056,-73.91379643385552
438,UTICA AV/AV N,2297,40.62175797212161,-73.92716328205195
439,GRAND ST/LORIMER ST,2291,40.71106011697948,-73.94852199869052
440,CHURCH AV/REMSEN AV,2290,40.65485934628821,-73.91718067554585
441,2 AV/E 87 ST,2288,40.774923600524474,-73.95401707036713
442,MAIN ST/60 AV,2283,40.745849100744636,-73.82610343363994
443,108 ST/HORACE HARDING EXPWY,2280,40.73856724605263,-73.85501790921053
444,BROADWAY/W 176 ST,2280,40.84554583508772,-73.93863569122807
445,MAIN ST/UNION TPKE,2279,40.718074374286964,-73.81736779903466
446,ROCKAWAY PKWY/GLENWOOD RD,2270,40.64259426255507,-73.90386640220265
447,CORONA AV/94 ST,2263,40.7416578833407,-73.86968087627044
448,HILLSIDE AV/187 ST,2256,40.714332227836884,-73.77683335859929
449,W 81 ST/CENTRAL PARK WEST,2253,40.78252835952064,-73.97298449090101
450,108 ST/MARTENSE AV,2239,40.74073630281375,-73.85405163599822
451,CHURCH AV/MCDONALD AV,2237,40.64254295037997,-73.98081345060349
452,MAIN ST/MELBOURNE AV,2230,40.73306320044843,-73.82417239820627
453,GRAND AV/73 ST,2227,40.729114677593174,-73.88992141445891
454,HOFFMAN DR/WOODHAVEN BLVD,2217,40.72724408028868,-73.87151014930086
455,EAST GUN HILL RD/TRYON AV,2216,40.87827449548737,-73.87086115703971
456,BROADWAY/W 120 ST,2212,40.809526070727955,-73.9613847312538
457,AMSTERDAM AV/W 183 ST,2211,40.849428857078244,-73.92917291858888
458,BAYCHESTER AV/DARROW PL,2201,40.87787149977283,-73.83239486642435
459,ESSEX ST/DELANCEY ST,2200,40.72042014060303,-73.98760028037121
460,39 ST/4 AV,2199,40.65248491723511,-74.00573468576626
461,AMSTERDAM AV/W 150 ST,2198,40.82294154413103,-73.94726656141947
462,FULTON ST/GREENE AV,2194,40.686749614858705,-73.9728541827712
463,FLATLANDS AV/RALPH AV,2193,40.632829885544915,-73.9166514391245
464,AMSTERDAM AV/W 164 ST,2185,40.83499512036614,-73.93910967688788
465,3 AV/E 17 ST,2169,40.73814151083141,-73.9834822727847
466,SOUTHERN BLVD/BOSTON RD,2164,40.8378943461183,-73.8875952435305
467,EAST GUN HILL RD/BARNES AV,2156,40.875703906307976,-73.86065284415584
468,SOUTHERN BLVD/E 176 St,2151,40.83721795955369,-73.8901240529986
469,CHURCH AV/E 96 ST,2144,40.6554677056903,-73.91609754570895
470,HILLSIDE AV/172 ST,2136,40.71135583661049,-73.79110934784644
471,BEDFORD AV/FULTON ST,2132,40.68220229534241,-73.95353443620857
472,CHURCH AV/CHESTER AV,2129,40.64207453640206,-73.98464730953499
473,YORK AV/E 91 ST,2126,40.77760230534807,-73.94603747836156
474,EAST TREMONT AV/JEROME AV,2120,40.84995854433963,-73.90670293349056
475,MERRICK BLVD/108 AV,2119,40.69771567295894,-73.78506760500237
476,BARTOW AV/CO-OP CITY BLVD,2117,40.86981424090694,-73.8339525833727
477,CHURCH AV/OCEAN AV,2112,40.64989498058712,-73.96135070454545
478,HUTCHINSON RIVER PKWY EAST/EINSTEIN LOOP NORTH,2106,40.86653876780627,-73.82369819183286
479,13 AV/37 ST,2106,40.64127412250712,-73.98563267616333
480,UTICA AV/FULTON ST,2104,40.68162282271546,-73.92932558420944
481,JAMAICA AV/170 ST,2103,40.70699413266762,-73.79152974940561
482,MAIN ST/KISSENA BLVD,2102,40.759219890580404,-73.8299501779258
483,CHURCH AV/McDONALD AV,2096,40.643649454675575,-73.97739701431297
484,ARCHER AV/PARSONS BLVD,2095,40.702539299284005,-73.80043358520287
485,ROCKAWAY PKY/GLENWOOD RD,2090,40.64452015645933,-73.90163624641148
486,FULTON ST/GRAND AV,2088,40.68292675718391,-73.96350061494253
487,WESTCHESTER AV/HUGH J GRANT CIRCLE,2088,40.830558381704975,-73.85852102394637
488,FLATLANDS AV/LOUISIANA AV,2086,40.647936746883985,-73.89397788207094
489,CHURCH AV/E 3 ST,2083,40.64342488670187,-73.97796658905425
490,BROADWAY/W 190 ST,2071,40.855524168517626,-73.93325642105263
491,BROADWAY/W 168 ST,2068,40.8404094894247,-73.94013008292076
492,UNIVERSITY AV/ W 175 ST,2067,40.84709092356072,-73.92026498064828
493,BAY PLAZA BLVD/CO-OP CITY BLVD,2067,40.86922078471214,-73.830716904209
494,FLATBUSH AV/AVENUE I,2066,40.630490238141334,-73.94603018973862
495,LEXINGTON AV/E 114 ST,2064,40.794382535368214,-73.94429579505814
496,2 AV/E 95 ST,2050,40.77961296585366,-73.95062282439025
497,E 167 ST/SOUTHERN BLVD,2020,40.828354883168316,-73.90345997772276
498,39 ST/FORT HAMILTON PKWY,2015,40.64331186451613,-73.99040265955334
499,ALLEN ST/E HOUSTON ST,2003,40.7205860925127,-73.98985026011339
500,FLATBUSH AV/SAINT MARKS AV,1998,40.677090359359354,-73.97264245145145
501,PENNSYLVANIA AV / SCHROEDERS AV,1989,40.64528995676219,-73.87931451633987
502,E 14 ST/UNIVERSITY PL,1981,40.734616301099926,-73.99004000386533
503,GRAND AV/74 ST,1974,40.72910622593719,-73.8897121296859
504,BEDFORD AV/GATES AV,1972,40.68644502830967,-73.9544704572363
505,EAST TREMONT AV/GRAND CONCOURSE,1962,40.848419011213046,-73.90292478134556
506,BEDFORD PARK BLVD/JEROME AV,1950,40.87281981076923,-73.88774736717949
507,BAY PKWY/79 ST,1945,40.60419482622108,-73.99151082930591
508,HUTCHINSON RIVER PKWY/BOLLER AV,1941,40.8638840324575,-73.82536261823802
509,TEARDROP/LAYOVER,1932,40.70159435714285,-73.79721222204968
510,W 23 ST/7 AV,1927,40.74414968626189,-73.99551537726691
511,94 ST/23 AV,1925,40.76982231844156,-73.87621388207792
512,W 14 ST/7 AV,1925,40.73814483539394,-73.99816039611255
513,3 AV/E 9 ST,1923,40.7338516099844,-73.98632873634945
514,UTICA AV/EASTERN PKY,1919,40.67095834122112,-73.93094667611257
515,LEXINGTON AV/E 72 ST,1915,40.76544241879896,-73.96549401305484
516,E 34 ST/5 AV,1911,40.74831253257396,-73.98451091754258
517,EAST TREMONT AV/THIERIOT AV,1907,40.840492572102775,-73.86596338699528
518,W 34 ST/BROADWAY,1899,40.74972213846411,-73.98802300665614
519,HILLSIDE AV/EDGERTON BLVD,1875,40.7119279872,-73.78724933226667
520,W 181 ST/ST NICHOLAS AV,1873,40.84889422797651,-73.93273973358248
521,LEXINGTON AV/E 106 ST,1870,40.7907799315508,-73.94800426042781
522,E 14 ST/AV A,1868,40.73049137947716,-73.98043687970379
523,FLATBUSH AV/OCEAN AV,1864,40.65964296351931,-73.96010568508584
524,PALMETTO ST/WYCKOFF AV,1855,40.701948528840965,-73.90697053800538
525,PARSONS BLVD/20 AV,1850,40.78095555189189,-73.82342387621621
526,MALCOLM X BLVD/QUINCY ST,1843,40.68526759522518,-73.92974530059685
527,108 ST/VAN CLEEF ST,1842,40.74264724158523,-73.8552582155266
528,E 23 ST/1 AV,1840,40.73702132011413,-73.97867303640943
529,BROADWAY/W 172 ST,1839,40.84293342468733,-73.93922120174008
530,FLATBUSH AV/FOSTER AV,1833,40.63870048772504,-73.9529737828696
531,W 79 ST/RIVERSIDE DR,1833,40.787513749590836,-73.97996096999455
532,FULTON ST/SOUTH PORTLAND AV,1832,40.685940012008736,-73.97317075491267
533,WHITE PLAINS RD/EAST GUN HILL RD,1813,40.87610790843905,-73.86356684942085
534,BEDFORD AV/FLUSHING AV,1808,40.6972765355826,-73.95679291776918
535,EDSON AV/BARTOW AV,1799,40.86428034310694,-73.83411241419743
536,FRESH POND RD/PUTNAM AV,1797,40.707919583750694,-73.89772046911519
537,GRAND AV/72 ST,1790,40.72731818659218,-73.8930029094972
538,14 AV/39 ST,1785,40.62724196078432,-73.98332263753501
539,WATER ST/GOUVERNEUR LN,1783,40.70381858553001,-74.0096895148626
540,FLATBUSH AV/GLENWOOD RD,1774,40.63284783990981,-73.9475185772266
541,MERRICK BLVD/109 AV,1774,40.69738802367531,-73.78487266178129
542,W 14 ST/8 AV,1766,40.73994019935636,-74.00252632297659
543,FRESH POND RD/METROPOLITAN AV,1760,40.70915326136364,-73.89859409261364
544,JAMAICA AV /165 ST,1756,40.70606076252847,-73.793267714123
545,WOODHAVEN BLVD/EVERTON ST,1754,40.72883283295325,-73.87056587514253
546,KINGS PLAZA,1753,40.61706537816505,-73.92652416761172
547,FLATBUSH AV/ALBEMARLE RD,1752,40.64565573573059,-73.9577937597032
548,PUTNAM AV/BEDFORD AV,1740,40.68416599942529,-73.95473904770115
549,FLATBUSH AV/LINCOLN RD,1730,40.65910039306358,-73.96025080578035
550,E 14 ST/IRVING PL,1724,40.73457387653527,-73.98994506830857
551,FRESH POND RD/FLUSHING AV,1721,40.72093516850668,-73.90087062638001
552,W 125 ST/AMSTERDAM AV,1716,40.808502846736594,-73.95527728030302
553,FLATBUSH AV/ROGERS AV,1709,40.63737246167349,-73.95175372732592
554,CROSS BRONX EXPWY SERVICE RD/CASTLE HILL AV,1697,40.8293683730112,-73.84878336299352
555,FLATBUSH AV/KINGS PLAZA,1694,40.645297887249114,-73.93211965466352
556,FLATBUSH AV/BERGEN ST,1691,40.678186934949736,-73.9733328486103
557,39 ST/9 AV,1691,40.64546127794205,-73.99377107451213
558,SENECA AV/CORNELIA ST,1680,40.699818361309525,-73.9071779220238
559,UTICA AV/FILLMORE AV (NON-PUBLIC/FOR RELIEFS),1673,40.61319866915322,-73.92608631151624
560,HILLSIDE AV/248 ST,1673,40.715974086670656,-73.77457770233114
561,FULTON ST/CLERMONT AV,1665,40.68380646066066,-73.96738133213213
562,UNIVERSITY AV/W 176 ST,1658,40.84748243546442,-73.91647984318456
563,MADISON ST/WOODWARD AV,1656,40.70461939432367,-73.90387201811593
564,3 AV/E 104 ST,1649,40.788548531231044,-73.94692795755003
565,LAFAYETTE AV/HUTCHINSON RIVER PKWY,1649,40.825846229836266,-73.8400231358399
566,WEST FARMS RD/LONGFELLOW AV,1648,40.82960241929612,-73.88735236771845
567,UNION ST/31 RD,1647,40.76659027140255,-73.82744712932605
568,MELROSE AV/E 149 ST,1645,40.81726132948329,-73.91754078601824
569,1 AV/E 97 ST,1645,40.78629125775076,-73.942513443769
570,CHURCH AV/ROGERS AV,1629,40.65050297738899,-73.95417316666666
571,GOLD ST/TILLARY ST,1624,40.69682364224138,-73.98332214778326
572,HILLSIDE AV/171 ST,1622,40.71146246917386,-73.7899295838471
573,LEXINGTON AV/E 68 ST,1617,40.765858043290045,-73.96548665800866
574,GRAND AV/84 ST,1614,40.734556890954146,-73.88241352726146
575,AVENUE A/EAST HOUSTON ST,1614,40.72124918649319,-73.9867800929368
576,ALLEN ST/EAST HOUSTON ST,1607,40.71938946670815,-73.99049700186683
577,PENNSYLVANIA AV / VANDALIA AV,1605,40.64852944174455,-73.88264894766355
578,GRAND ST/BUSHWICK AV,1603,40.71203852900811,-73.93945168746102
579,W 157 ST/EDWARD M MORGAN PL,1603,40.834156693075485,-73.94526845789146
580,3 AV/E 21 ST,1598,40.73968481341051,-73.98247030944931
581,3 AV/E 50 ST,1592,40.75857933165829,-73.96876737625628
582,MERRICK BLVD/127 AV,1584,40.68908443686868,-73.77044033585858
583,PUTNAM AV/FOREST AV,1573,40.7028167469803,-73.90398018753973
584,LIVINGSTON ST/HOYT ST,1570,40.6875757388535,-73.984493277707
585,BROADWAY/W 185 ST,1569,40.8512172555768,-73.93522483046526
586,VICTORY BLVD/MONTGOMERY AV,1566,40.63799282503193,-74.07894367113666
587,JAMAICA AV/169 ST,1560,40.70632469679487,-73.79292404615384
588,23 AV/87 ST,1559,40.76803041821681,-73.87855712059013
589,JAMAICA AV/134 ST,1558,40.70244349614891,-73.81769086970475
590,BROADWAY/W 207 ST,1558,40.86637748331194,-73.91898228754813
591,JAMAICA AV/168 ST,1544,40.70667233484456,-73.79147908743523
592,E 149 ST/EXTERIOR ST,1543,40.818967362929364,-73.92499398768632
593,W 34 ST/9 AV,1536,40.75187460163628,-73.99319358423394
594,DYCKMAN ST/SHERMAN AV,1534,40.8630925756193,-73.92643216297263
595,FLATBUSH AV/TROY AV,1533,40.627034934768425,-73.93617617090672
596,E 86 ST/LEXINGTON AV,1531,40.78044662475506,-73.95767320988243
597,1 AV/E 81 ST,1525,40.774964771147545,-73.95081134229508
598,BROADWAY/78 ST,1516,40.74342752968338,-73.88485281926121
599,E FORDHAM RD/SOUTHERN BL,1514,40.85894889498018,-73.88575452906208
600,RANDALL AV/OLMSTEAD AV,1505,40.820189885714285,-73.8754442551495
601,MERRICK BLVD/MONTAUK ST,1505,40.68245571096346,-73.76048926710963
602,EAST TREMONT AV/DEVOE AV,1504,40.839908757978726,-73.8789133018617
603,CROSS BAY BLVD/PITKIN AV,1498,40.67326828170895,-73.84314974766355
604,3 AV/E 102 ST,1495,40.78296579018729,-73.95153001727759
605,39 ST/3 AV,1493,40.65426619892833,-74.00853250435365
606,WEST FARMS RD/E 167 ST,1492,40.82784370375335,-73.88926897252011
607,MALCOLM X BLVD/DE KALB AV,1491,40.69094930851777,-73.93098895372233
608,FLATBUSH AV/DORCHESTER RD,1490,40.64141100939597,-73.95637851006711
609,E 126 ST/2 AV,1483,40.8017276578557,-73.9368904552124
610,KNAPP ST/SHORE PKWY,1480,40.584643335135134,-73.93557386824325
611,FULTON ST/LAFAYETTE AV,1475,40.686531265084746,-73.97474067118644
612,LEXINGTON AV / E 34 ST,1473,40.745893041636116,-73.97967237564833
613,JAMAICA AV /162 ST,1471,40.70388022229776,-73.79929611624745
614,BROADWAY/W 175 ST,1469,40.847452437032,-73.93798104084411
615,PUTNAM AV/MYRTLE AV,1467,40.69876012406271,-73.90828882208588
616,ASCH LOOP/CO-OP CITY BLVD,1464,40.87081668784153,-73.8273376113388
617,MERRICK BLVD/105 AV,1453,40.70116922298693,-73.78979637990365
618,FULTON ST/CLINTON AV,1452,40.68324678099174,-73.96540614393939
619,SOUTHERN BL/E 149 ST,1450,40.81241624206897,-73.90496694482759
620,E 14 ST/4 AV,1440,40.73490257328935,-73.99082603543981
621,BRABANT ST/LOCKMAN AV,1439,40.63219939263377,-74.16351637456567
622,METROPOLITAN AV/72 AV,1436,40.710281190111424,-73.84991007729805
623,E 149 ST/TINTON AV,1435,40.81332801254356,-73.90753348222997
624,BROADWAY/FAIRVIEW AV,1435,40.85737554285714,-73.93228158954703
625,AMSTERDAM AV/W 190 ST,1432,40.82743676955307,-73.93902395111732
626,CHURCH AV / E 7 ST,1430,40.644099297902095,-73.97641482867134
627,MERRICK BLVD/110 AV,1426,40.696040760869565,-73.78307390182329
628,CHURCH AV/E 38 ST,1423,40.65134201967674,-73.93904271468728
629,NOSTRAND AV / AV L,1422,40.63033132096812,-73.94744852972573
630,W 81 ST/COLUMBUS AV,1419,40.78252807540521,-73.97313549400987
631,BROADWAY/W 187 ST,1417,40.8543186365561,-73.93373923641497
632,FULTON ST/FT GREENE PL,1412,40.688108764872524,-73.97887959135977
633,LEXINGTON AV/E 100 ST,1411,40.78327187880936,-73.9522140623671
634,BROADWAY/W 171 ST,1408,40.84475270028409,-73.93877962357955
635,3 AV/E 121 ST,1405,40.79936765622776,-73.9390229772242
636,FAIRVIEW AV/FOREST AV,1405,40.70481603060498,-73.90095280142349
637,FLATBUSH AV/BROOKLYN AV,1404,40.62962127136752,-73.9437357008547
638,AMSTERDAM AV/W 185 ST,1403,40.835654575196,-73.93576307483963
639,MAIN ST/BOOTH MEMORIAL AV,1402,40.74360300285307,-73.82445753281027
640,CHURCH AV/STORY ST,1400,40.64167945714286,-73.98210356142857
641,RICHMOND AV/ELTINGVILLE BLVD,1397,40.5439440730136,-74.16408678883322
642,HILLSIDE AV/202 ST,1395,40.71509312473118,-73.77757244659497
643,MAIN ST/63 AV,1394,40.73606543041607,-73.82516575035868
644,W 125 ST/MORNINGSIDE AV,1392,40.806273048132184,-73.9537611020115
645,FLATLANDS AV/E 105 ST,1371,40.646597725747625,-73.89732306272793
646,FRESH POND RD/MENAHAN ST,1367,40.710061883686905,-73.899226582297
647,E 125 ST/3 AV,1363,40.79655621643434,-73.94199172780631
648,3 AV/E 109 ST,1355,40.79268245018204,-73.94414883973431
649,EAST FORDHAM RD/SOUTHERN BLVD,1350,40.85982030666667,-73.88678259111111
650,GRAND AV/QUEENS BLVD,1348,40.734463330860535,-73.88092529376856
651,FLATBUSH AV/CLARKSON AV,1344,40.65487729315476,-73.95869216369049
652,WHITE PLAINS RD/LAFAYETTE AV,1343,40.82390261560242,-73.86930289349453
653,AVENUE A/E 5 ST,1332,40.72519563738739,-73.98484628453454
654,FLATBUSH AV/E 29 ST,1327,40.637667418236624,-73.95025061178096
655,W FORDHAM RD/CEDAR AV,1321,40.86369801665405,-73.91633728841786
656,JAMAICA AV/162 ST,1312,40.70390513719512,-73.79892810213414
657,ASTORIA BLVD/STEINWAY ST,1311,40.77022269260107,-73.91439887261633
658,TILLARY ST/JAY ST,1297,40.69612907170393,-73.98430763531226
659,QUEENS BLVD/59 AV,1297,40.735267556669235,-73.87281420894371
660,W 14 ST/6 AV,1297,40.737265757139554,-73.99576473320482
661,JAMAICA AV/144 PL,1287,40.70182604040404,-73.80879749261848
662,FLATBUSH AV/AVENUE D,1280,40.64145875859375,-73.956459321875
663,ROGERS AV/EMPIRE BL,1278,40.66633318146322,-73.95359133291862
664,OLMSTEAD AV/SEWARD AV,1266,40.82112943127962,-73.85309605687203
665,WOODHAVEN BLVD/METROPOLITAN AV,1265,40.704756122529645,-73.85686463162055
666,W 23 ST/10 AV,1265,40.74784203977075,-74.00445741330698
667,PAUL AV/W 205 ST,1264,40.87600657674051,-73.86184219620253
668,COLLEGE POINT BLVD/MAPLE AV,1258,40.754180779809225,-73.83310869316375
669,MERRICK BLVD/119 AV,1257,40.689064991249005,-73.77354348926013
670,HILLSIDE AV/165 ST,1257,40.70958242800318,-73.79522172712808
671,WEST FARMS RD/JENNINGS ST,1254,40.83039025438596,-73.88804738995215
672,HILLSIDE AV/212 ST,1254,40.716838114035085,-73.77288128787879
673,JAMAICA AV/GUY R BREWER BL,1252,40.7052553043131,-73.795427793131
674,E 125 ST/5 AV,1247,40.80188877385726,-73.9432251988773
675,E 149 ST/CONCORD AV,1245,40.81385052048193,-73.90806796546185
676,MERRICK BLVD/107 AV,1243,40.69988483829445,-73.78825975543042
677,WHITE PLAINS RD/BRUCKNER BL,1237,40.82472904446241,-73.85919151738075
678,BROADWAY/SHERMAN AV,1236,40.86335569579288,-73.92936016019416
679,MERRICK BLVD/231 ST,1227,40.683125448247765,-73.75012892828036
680,ASTORIA BL/31 ST,1226,40.76938146411093,-73.91349597226754
681,CADMAN PLAZA WEST/JOHNSON ST,1209,40.685980135649295,-73.97985234739454
682,ASTORIA BLVD/77 ST,1208,40.76791523923841,-73.89879747847682
683,LEXINGTON AV/E 122 ST,1207,40.78958922866612,-73.94732112344656
684,BORINQUEN PL/S 1 ST,1206,40.71060258126036,-73.95096127694859
685,108 ST/WALDRON ST,1203,40.73826022942643,-73.85494711970074
686,JEROME AV/WEST KINGSBRIDGE RD,1202,40.86729348252912,-73.89590953660566
687,E 169 ST/INTERVALE AV,1196,40.8288257006689,-73.9074586638796
688,BAINBRIDGE AV/E 204 ST,1189,40.87427748107653,-73.87821215138771
689,FLATBUSH AV/FARRAGUT RD,1187,40.63493134625105,-73.94981834877844
690,MADISON ST/SENECA AV,1185,40.70329400253165,-73.90508343206751
691,GRAND AV/71 ST,1177,40.72851135683942,-73.89121164485981
692,GRAND ST/WATERBURY ST,1174,40.7129417350937,-73.93573198040886
693,EAST TREMONT AV/MORRIS PK AV,1173,40.83865524893436,-73.87332430775788
694,E 23 ST/3 AV,1171,40.7391979817905,-73.98385257456589
695,EAST GUN HILL RD/HERING AV,1171,40.87308881810418,-73.85237542698547
696,ROGERS AV/AV D,1170,40.64583824052706,-73.95192674724215
697,FRESH POND RD/ELIOT AV,1165,40.71492044892704,-73.90118923862661
698,JAMAICA AV/SUTPHIN BLVD,1163,40.7021185227859,-73.8110359939811
699,BOSTON RD/E 180 ST,1159,40.84051457031924,-73.87883295772217
700,BROADWAY/W 192 ST,1150,40.85699643826087,-73.9324671252174
701,E 167 ST/WEBSTER AV,1148,40.830976223867594,-73.91194192857142
702,PENNSYLVANIA AV/SCHROEDERS AV,1145,40.64608070655022,-73.88011876331878
703,3 AV/E 112 ST,1142,40.793894745478696,-73.94308031873614
704,HEGEMAN AV/WATKINS ST,1142,40.65365964360771,-73.89988814448336
705,ROCKAWAY PKWY/SHORE PKWY SERVICE RD NORTH,1140,40.63283646140351,-73.88800691052631
706,CROSS BAY BLVD/163 AV,1133,40.6576476478376,-73.83942162400706
707,BAINBRIDGE AV/RESERVOIR OVAL E,1125,40.87680121155555,-73.87447721955556
708,3 AV/E 65 ST,1115,40.766692386098654,-73.96266153542601
709,MAIN ST/MANTON ST,1110,40.71455078108108,-73.81743924954955
710,EAST KINGSBRIDGE RD/GRAND CONCOURSE,1110,40.86691815315316,-73.89392207837838
711,FLATBUSH AV/BEVERLY RD,1093,40.64283684354986,-73.9572108462946
712,SMITH ST/LIVINGSTON ST,1089,40.69108401469238,-73.98784821854912
713,DYCKMAN ST/BROADWAY,1086,40.86451750552486,-73.92666082412524
714,HILLSIDE AV/MIDLAND PKWY,1085,40.71230977050691,-73.78495992350231
715,W 42 ST/8 AV,1079,40.75768905116243,-73.99069557660897
716,FLATLANDS AV/UTICA AV,1076,40.632018232342006,-73.9158704358736
717,E 79 ST/EAST END AV,1075,40.77118272465116,-73.95006609860465
